,Aatrox,Ahri,Akali,Amumu,Anivia,Annie,Ashe,AurelionSol,Azir,Bard,Blitzcrank,Brand,Caitlyn,Camille,Cassiopeia,Corki,Diana,Draven,Ekko,Elise,Ezreal,Fiddlesticks,Fizz,Galio,Gragas,Graves,Hecarim,Heimerdinger,Irelia,Ivern,Janna,JarvanIV,Jhin,Jinx,Kaisa,Kalista,Karma,Karthus,Katarina,Kayle,Kayn,Khazix,Kindred,KogMaw,LeeSin,Leona,Lissandra,Lucian,Lulu,Lux,Malzahar,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nautilus,Nidalee,Nocturne,Nunu,Olaf,Orianna,Pantheon,Pyke,Quinn,Rammus,Rengar,Ryze,Sejuani,Shaco,Shen,Shyvana,Sivir,Sona,Soraka,Swain,Syndra,TahmKench,Taliyah,Talon,Taric,Thresh,Tristana,Trundle,TwistedFate,Twitch,Udyr,Varus,Vayne,Veigar,Velkoz,Vi,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Zac,Zed,Ziggs,Zilean,Zoe,Zyra,Alistar,Kassadin,Skarner,Braum,Chogath,Jayce,Malphite,Teemo,Viktor,Darius,DrMundo,Garen,Illaoi,Jax,Kennen,Kled,Nasus,Ornn,Poppy,Renekton,Riven,Rumble,Singed,Sion,Tryndamere,Yorick,Rakan,Evelynn,Fiora,Gangplank,Gnar,Urgot,Leblanc,Nami,RekSai
Aatrox,-0.057385310328351646,-0.4940050286382108,0.12137958674640464,-0.023416793344093134,-0.16067169530487746,0.03231076083547341,0.022044354077838613,0.13099497136178923,-0.09400502863821075,-0.4940050286382108,0.005994971361789225,-0.03855948408375531,0.0276485146688758,0.015085880452698264,-0.049560584193766355,-0.014005028638210792,0.22028068564750353,-0.01580159402790693,-0.11165208746174021,0.5059949713617893,0.024576052442870255,-0.09400502863821075,0.12137958674640464,0.061550526917344806,0.05671960904294865,0.005994971361789225,0.3809949713617892,-0.06543360006678223,-0.03279813208648663,0.5059949713617893,-0.4940050286382108,0.07742354279036062,-0.00525247240099197,0.03752650289332077,0.0028928845033571737,-0.04208195171513385,0.023236350672134087,-0.04267759500989221,0.061550526917344806,0.04445650982332766,0.005994971361789225,0.5059949713617893,0.17266163802845585,0.05054942680733382,-0.4940050286382108,0.5059949713617893,0.0942302654794363,-0.028022122655304793,-0.10938964402282614,-0.051697336330518484,-0.07733836197154409,0.005994971361789225,0.06849497136178923,-0.051088935103135114,0.19020549767757872,-0.054980638394308334,-0.0273383619715441,0.3393283046951226,0.1059949713617892,-0.16067169530487746,-0.10938964402282614,-0.19988738157938724,0.1581688844052675,-0.16067169530487746,0.13099497136178923,0.031635997002814886,-0.20829074292392508,-0.003438990902361716,0.07543941580623365,-0.24400502863821077,0.30599497136178927,0.05144951681633464,-0.09400502863821075,-0.0004985351317172704,0.005994971361789225,-0.4940050286382108,0.023029039498061732,0.17266163802845585,-0.06543360006678223,-0.09400502863821075,-0.20829074292392508,-0.09400502863821075,0.005994971361789225,0.05507982993084076,-0.16067169530487746,0.005994971361789225,-0.05273518736836952,-0.16067169530487746,0.03627562128793399,0.008387315859396838,-0.09694620510879903,0.11313782850464632,0.1059949713617892,0.09220186791351331,0.035406736067671585,-0.3690050286382108,-0.006043551912689127,-0.11165208746174021,0.5059949713617893,0.007155064169213798,-0.07733836197154409,-0.3273383619715441,0.052869971361789225,-0.01781455244773461,0.2559949713617892,-0.0273383619715441,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Ahri,-0.027619842408869333,-0.138018077601411,0.04949936372891514,-0.009226562141039563,0.02863722428744464,-0.011163609915470663,-0.02690696649029989,0.011150178074054107,0.07544485973891013,0.13676511499487787,0.01561609116322471,-0.01723227001227895,-0.02690696649029989,-0.019209548050188263,0.10891089206489996,-0.5269069664902999,0.4730930335097001,-0.02690696649029989,0.4730930335097001,0.05454636904986737,0.09809303350970011,-0.02422528047359357,-0.042628174428596344,-0.5269069664902999,-0.015864475332383776,0.017162734617568814,0.07168767658593656,-0.059666171702458526,-0.5269069664902999,0.1811488179909233,-0.17987561110536443,0.05616443604377708,0.04452160493827151,-0.04079106834605273,0.2230930335097001,-0.5269069664902999,0.005238114057000809,-0.5269069664902999,0.037292231423255245,0.03803393592916571,0.4730930335097001,0.4550050560461153,-0.0234609871445286,-0.5269069664902999,0.023847456727711103,0.11173974454643731,0.13999918565899894,-0.2769069664902999,0.002803201412848566,-0.045154538148147905,0.4730930335097001,-0.1246575865488311,0.11354497354497362,0.4730930335097001,-0.061856368386900895,-0.003556218627811636,-0.11917206851262516,-0.014719912190831463,0.1059949713617892,0.4730930335097001,0.11102124376764069,0.1155636556591334,-0.02159358878689599,-0.0019965339403792415,-0.04668863264296533,-0.055232401656089086,0.2219593031712883,-0.06256456895156814,-0.5269069664902999,0.10609759638312244,0.03553618488176832,0.00814549844100626,0.07195930317128829,-0.5269069664902999,-0.17143817231984937,-0.022997462166705174,-0.011131912795696919,-0.5269069664902999,0.4730930335097001,-0.01956591312956174,0.4730930335097001,0.022571483153580707,0.010440238472330055,0.27309303350970016,0.01715718825776455,-0.02690696649029989,-0.02690696649029989,0.4730930335097001,0.13975970017636674,0.13975970017636674,-0.050904679442048795,-0.07012277981582082,0.4730930335097001,0.019661364146266513,0.035406736067671585,0.05616443604377708,-0.2769069664902999,0.4730930335097001,0.5059949713617893,-0.02690696649029989,0.02453923270785771,-0.5269069664902999,-0.05781016524099192,0.00814549844100626,-0.035301200567897206,-0.028040696828711686,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Akali,-0.027619842408869333,-0.11050223062288961,0.10205981765745187,-0.12521290961527543,0.47478709038472455,0.07478709038472453,0.012522939441328318,-0.5252129096152754,-0.025212909615275447,0.13676511499487787,0.47478709038472455,-0.025212909615275447,0.025807498547989804,-0.025212909615275447,0.22478709038472455,0.14145375705139118,0.14145375705139118,-0.08290521730758316,-0.19187957628194213,0.05454636904986737,0.03702775428513949,-0.19187957628194213,-0.5252129096152754,-0.025212909615275447,-0.07066745506982092,0.017162734617568814,0.07168767658593656,-0.08076846517083103,0.08084769644533063,0.1811488179909233,-0.17987561110536443,-0.27521290961527545,-0.008282887041912046,-0.010287536480947046,-0.014068778857474595,0.051710167307801425,0.07478709038472453,0.22478709038472455,0.14145375705139118,-0.5252129096152754,-0.5252129096152754,0.4550050560461153,-0.5252129096152754,-0.20942343593106494,0.47478709038472455,0.11173974454643731,0.47478709038472455,-0.048427195329561135,-0.025212909615275447,0.33192994752758165,0.47478709038472455,0.14145375705139118,0.030342645940280133,-0.06498563688800274,-0.08076846517083103,0.2747870903847246,0.47478709038472455,-0.014719912190831463,0.14145375705139118,-0.0449949439538847,-0.025212909615275447,0.47478709038472455,-0.12521290961527543,0.47478709038472455,-0.025212909615275447,-0.055232401656089086,0.47478709038472455,0.030342645940280133,0.18907280467043885,0.10609759638312244,0.47478709038472455,-0.19187957628194213,-0.5252129096152754,0.020241635839269967,-0.5252129096152754,0.47478709038472455,0.06737968297731711,-0.5252129096152754,-0.5252129096152754,-0.5252129096152754,-0.23949862390098975,0.022571483153580707,0.010440238472330055,-0.05799979486117707,-0.5252129096152754,0.47478709038472455,-0.06951670708362989,0.022804432135291874,0.004988432666603759,0.040232116562735065,-0.08076846517083103,0.14145375705139118,-0.5252129096152754,-0.08076846517083103,-0.5252129096152754,0.47478709038472455,-0.017520601922967782,0.2747870903847246,0.5059949713617893,0.057065571397382775,-0.025212909615275447,-0.025212909615275447,0.030342645940280133,-0.025212909615275447,0.14145375705139118,-0.025212909615275447,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Alistar,-0.027619842408869333,-0.11050223062288961,0.5512820512820513,-0.009226562141039563,0.02863722428744464,-0.011163609915470663,-0.44871794871794873,0.011150178074054107,0.07544485973891013,0.13676511499487787,0.01561609116322471,-0.44871794871794873,-0.44871794871794873,-0.019209548050188263,0.10891089206489996,0.5512820512820513,-0.005749370455252811,0.5512820512820513,0.05020128300797577,0.05454636904986737,0.005450107367308887,-0.02422528047359357,-0.042628174428596344,-0.44871794871794873,-0.015864475332383776,0.017162734617568814,0.07168767658593656,-0.059666171702458526,-0.015955825519801015,0.1811488179909233,-0.17987561110536443,0.05616443604377708,0.051282051282051266,-0.44871794871794873,0.051282051282051266,-0.44871794871794873,0.005238114057000809,-0.033461761716833516,0.037292231423255245,0.03803393592916571,-0.019637526225960655,0.4550050560461153,-0.0234609871445286,0.5512820512820513,0.023847456727711103,0.11173974454643731,0.13999918565899894,0.051282051282051266,0.002803201412848566,-0.045154538148147905,-0.44871794871794873,-0.1246575865488311,0.11354497354497362,0.5512820512820513,-0.061856368386900895,-0.003556218627811636,-0.11917206851262516,-0.014719912190831463,0.1059949713617892,-0.0449949439538847,0.11102124376764069,0.1155636556591334,-0.02159358878689599,-0.0019965339403792415,-0.04668863264296533,-0.055232401656089086,0.2219593031712883,-0.06256456895156814,0.014068611907070427,0.10609759638312244,0.03553618488176832,0.00814549844100626,0.5512820512820513,-0.11538461538461542,-0.17143817231984937,-0.022997462166705174,-0.011131912795696919,0.07920821759473501,0.15894534892282186,-0.01956591312956174,-0.021387362922403896,0.022571483153580707,-0.44871794871794873,0.2179487179487179,0.01715718825776455,0.06998155842218373,0.5512820512820513,0.022804432135291874,-0.44871794871794873,-0.11538461538461542,-0.44871794871794873,-0.44871794871794873,0.033932824727189115,0.019661364146266513,0.035406736067671585,0.05616443604377708,-0.44871794871794873,0.5512820512820513,0.5059949713617893,-0.03144205737292938,0.02453923270785771,0.011739744546437336,0.5512820512820513,0.00814549844100626,-0.035301200567897206,-0.028040696828711686,0.282051282051282,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Amumu,-0.027619842408869333,-0.11050223062288961,0.1182548520924549,-0.07782357928009409,-0.5484118145742117,-0.04841181457421173,-0.01900004986832937,0.011150178074054107,0.45158818542578827,-0.21507848124087842,0.01561609116322471,0.2515881854257883,-0.04841181457421173,0.45158818542578827,0.45158818542578827,-0.5484118145742117,-0.5484118145742117,-0.01716181457421173,0.45158818542578827,0.05454636904986737,-0.001745147907545097,0.45158818542578827,-0.042628174428596344,0.061550526917344806,0.16587389971150257,-0.21507848124087842,0.07168767658593656,0.45158818542578827,-0.04841181457421173,0.1811488179909233,-0.17987561110536443,0.05616443604377708,-0.11984038600278318,-0.07222133838373557,-0.08499718042787024,0.06697280081040369,0.45158818542578827,0.1182548520924549,0.45158818542578827,0.45158818542578827,-0.019637526225960655,0.4550050560461153,-0.0234609871445286,-0.04841181457421173,0.023847456727711103,0.45158818542578827,0.45158818542578827,-0.037773516701871346,0.002803201412848566,0.07658818542578827,-0.022997462166705174,-0.29841181457421173,0.45158818542578827,-0.08174514790754506,-0.21507848124087842,0.45158818542578827,-0.3484118145742117,0.45158818542578827,0.45158818542578827,-0.0449949439538847,-0.5484118145742117,0.45158818542578827,-0.04841181457421173,0.45158818542578827,-0.5484118145742117,-0.055232401656089086,0.2219593031712883,0.45158818542578827,0.014068611907070427,0.10609759638312244,0.03553618488176832,-0.5484118145742117,0.45158818542578827,-0.14216181457421173,-0.5484118145742117,0.45158818542578827,-0.21507848124087842,0.45158818542578827,-0.5484118145742117,-0.5484118145742117,-0.021387362922403896,-0.5484118145742117,0.010440238472330055,0.08316713279420929,0.01715718825776455,0.06998155842218373,-0.04841181457421173,0.45158818542578827,-0.10723534398597645,-0.03730070346310066,-0.3484118145742117,-0.26269752885992603,-0.5484118145742117,0.05158818542578825,-0.5484118145742117,0.45158818542578827,-0.05952292568532286,-0.29841181457421173,0.5059949713617893,-0.3817451479075451,0.02453923270785771,0.011739744546437336,-0.04841181457421173,-0.04841181457421173,0.45158818542578827,-0.5484118145742117,-0.08200854060544513,-0.5484118145742117,-0.04841181457421173,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Anivia,-0.027619842408869333,0.39391425338793773,0.39391425338793773,-0.10608574661206227,0.08141425338793773,-0.011163609915470663,-0.006085746612062293,0.39391425338793773,-0.35608574661206227,0.13676511499487787,0.39391425338793773,-0.01723227001227895,-0.24244938297569862,-0.6060857466120623,0.10891089206489996,-0.10608574661206227,0.39391425338793773,-0.12460426513058082,0.05020128300797577,-0.10608574661206227,-0.21214635267266835,0.39391425338793773,-0.6060857466120623,0.061550526917344806,-0.35608574661206227,0.39391425338793773,0.07168767658593656,0.39391425338793773,0.39391425338793773,0.39391425338793773,-0.17987561110536443,-0.10608574661206227,-0.13386352438984006,-0.3283079688342845,-0.10608574661206227,0.01891425338793773,0.005238114057000809,-0.033461761716833516,0.39391425338793773,0.03803393592916571,-0.019637526225960655,0.4550050560461153,-0.0234609871445286,0.39391425338793773,0.023847456727711103,0.11173974454643731,0.13999918565899894,-0.07830796883428448,0.39391425338793773,-0.27275241327872896,0.39391425338793773,-0.6060857466120623,0.14391425338793773,-0.23766469398048334,0.39391425338793773,-0.6060857466120623,-0.11917206851262516,-0.014719912190831463,0.1059949713617892,-0.0449949439538847,0.39391425338793773,0.39391425338793773,-0.02159358878689599,-0.6060857466120623,-0.10608574661206227,-0.055232401656089086,0.39391425338793773,0.39391425338793773,0.014068611907070427,0.10609759638312244,0.03553618488176832,0.39391425338793773,0.39391425338793773,-0.16858574661206227,-0.10608574661206227,-0.022997462166705174,-0.034657175183490874,-0.10608574661206227,0.15894534892282186,-0.01956591312956174,-0.021387362922403896,0.022571483153580707,0.39391425338793773,-0.18941907994539559,-0.6060857466120623,-0.6060857466120623,-0.18941907994539559,0.022804432135291874,-0.3060857466120623,0.04391425338793775,-0.6060857466120623,0.39391425338793773,0.033932824727189115,0.14391425338793773,0.035406736067671585,0.05616443604377708,-0.05053019105650669,0.06058092005460436,0.5059949713617893,-0.35608574661206227,0.02453923270785771,0.39391425338793773,-0.6060857466120623,0.00814549844100626,-0.035301200567897206,-0.028040696828711686,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Annie,-0.027619842408869333,-0.11050223062288961,-0.5249895738026585,0.04643899762591286,0.02863722428744464,-0.19165624046932522,0.1910598089133908,0.011150178074054107,0.07544485973891013,0.47501042619734146,-0.27498957380265854,-0.024989573802658538,0.016677092864008092,-0.024989573802658538,0.10891089206489996,0.1416770928640081,-0.024989573802658538,-0.09443401824710296,-0.19165624046932522,0.05454636904986737,-0.05041330261621785,-0.024989573802658538,-0.042628174428596344,0.47501042619734146,-0.12498957380265852,0.017162734617568814,-0.5249895738026585,-0.024989573802658538,-0.19165624046932522,0.1811488179909233,-0.17987561110536443,-0.5249895738026585,-0.08795253676562148,0.08476652375831706,-0.0062395738026584935,0.16251042619734146,-0.5249895738026585,-0.5249895738026585,-0.5249895738026585,-0.024989573802658538,-0.5249895738026585,0.4550050560461153,-0.0234609871445286,-0.27498957380265854,0.023847456727711103,0.47501042619734146,0.13999918565899894,-0.14645850035633085,-0.024989573802658538,0.1416770928640081,-0.5249895738026585,0.1416770928640081,0.1416770928640081,0.1618791130660283,-0.08054512935821412,-0.003556218627811636,-0.5249895738026585,0.47501042619734146,0.1059949713617892,-0.024989573802658538,0.07501042619734144,0.1155636556591334,-0.02159358878689599,-0.09641814523122999,0.1416770928640081,-0.055232401656089086,0.47501042619734146,0.22501042619734146,0.47501042619734146,0.47501042619734146,-0.5249895738026585,-0.024989573802658538,0.47501042619734146,-0.20356100237408709,0.47501042619734146,0.47501042619734146,-0.19165624046932522,0.07920821759473501,0.15894534892282186,-0.5249895738026585,-0.5249895738026585,0.022571483153580707,-0.024989573802658538,-0.07044411925720401,0.47501042619734146,0.22501042619734146,-0.0733766705768521,0.022804432135291874,-0.09998957380265855,-0.14998957380265854,0.47501042619734146,-0.5249895738026585,0.47501042619734146,0.47501042619734146,0.47501042619734146,0.47501042619734146,-0.08748957380265854,-0.024989573802658538,0.5059949713617893,0.2750104261973415,0.47501042619734146,0.011739744546437336,0.1416770928640081,0.47501042619734146,-0.5249895738026585,-0.024989573802658538,-0.08200854060544513,0.4726459110818103,-0.5249895738026585,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Ashe,-0.027619842408869333,-0.11050223062288961,0.04949936372891514,-0.009226562141039563,0.02863722428744464,-0.011163609915470663,0.25635331460307553,0.011150178074054107,0.07544485973891013,0.13676511499487787,0.01561609116322471,-0.01723227001227895,-0.10490948403173671,-0.019209548050188263,0.10891089206489996,0.030333529018298555,-0.005749370455252811,0.11463752186339196,0.05020128300797577,0.05454636904986737,0.2118140654563178,-0.02422528047359357,-0.042628174428596344,0.061550526917344806,-0.015864475332383776,0.017162734617568814,0.07168767658593656,-0.059666171702458526,-0.015955825519801015,0.1811488179909233,-0.17987561110536443,0.05616443604377708,0.012447902608926347,-0.12354028106044583,-0.08439877224260063,-0.6591756956358322,0.005238114057000809,-0.033461761716833516,0.037292231423255245,0.03803393592916571,-0.019637526225960655,0.4550050560461153,-0.0234609871445286,-0.061856368386900895,0.023847456727711103,0.11173974454643731,0.13999918565899894,0.08485160811843395,0.002803201412848566,-0.045154538148147905,-0.022997462166705174,-0.1246575865488311,0.11354497354497362,-0.10435187214883522,-0.061856368386900895,-0.003556218627811636,-0.11917206851262516,-0.014719912190831463,0.1059949713617892,-0.0449949439538847,0.11102124376764069,0.1155636556591334,-0.02159358878689599,-0.0019965339403792415,-0.04668863264296533,-0.055232401656089086,0.2219593031712883,-0.06256456895156814,0.014068611907070427,0.10609759638312244,0.03553618488176832,0.00814549844100626,0.07195930317128829,-0.14449992771774348,-0.17143817231984937,-0.022997462166705174,-0.011131912795696919,0.07920821759473501,0.15894534892282186,-0.01956591312956174,-0.021387362922403896,0.022571483153580707,0.010440238472330055,0.1524283999273076,0.01715718825776455,0.06998155842218373,-0.026520195708873373,0.022804432135291874,-0.18409037140375037,0.3408243043641677,-0.050904679442048795,-0.07012277981582082,0.033932824727189115,0.019661364146266513,0.035406736067671585,0.05616443604377708,0.23160928729932137,0.006669667773820831,0.5059949713617893,-0.03144205737292938,0.02453923270785771,0.011739744546437336,-0.05781016524099192,0.00814549844100626,-0.035301200567897206,-0.028040696828711686,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
AurelionSol,-0.027619842408869333,-0.11050223062288961,-0.47464253582674637,-0.47464253582674637,-0.47464253582674637,0.5253574641732537,-0.04607110725531782,0.1364685752843648,0.07544485973891013,0.13676511499487787,0.01561609116322471,-0.01723227001227895,0.02535746417325363,-0.14130920249341306,0.10891089206489996,0.030333529018298555,-0.005749370455252811,0.02535746417325363,0.5253574641732537,0.05454636904986737,0.15035746417325363,-0.02422528047359357,-0.47464253582674637,0.19202413083992026,-0.47464253582674637,0.017162734617568814,-0.47464253582674637,-0.47464253582674637,-0.47464253582674637,0.1811488179909233,-0.17987561110536443,-0.47464253582674637,-0.09964253582674637,0.07081200962779904,-0.21148464108990428,0.02535746417325363,0.005238114057000809,0.19202413083992026,0.037292231423255245,0.5253574641732537,-0.47464253582674637,0.4550050560461153,-0.0234609871445286,-0.47464253582674637,0.023847456727711103,0.11173974454643731,-0.47464253582674637,0.15035746417325363,0.02535746417325363,-0.045154538148147905,0.5253574641732537,0.5253574641732537,0.19202413083992026,0.15035746417325363,-0.47464253582674637,0.5253574641732537,-0.11917206851262516,-0.014719912190831463,0.1059949713617892,-0.0449949439538847,0.11102124376764069,0.1155636556591334,-0.47464253582674637,-0.0019965339403792415,-0.04668863264296533,-0.055232401656089086,0.2219593031712883,0.02535746417325363,0.014068611907070427,0.10609759638312244,0.03553618488176832,0.00814549844100626,0.07195930317128829,0.1253574641732536,-0.17143817231984937,-0.022997462166705174,0.1253574641732536,0.07920821759473501,0.15894534892282186,-0.01956591312956174,-0.021387362922403896,0.022571483153580707,0.5253574641732537,0.02535746417325363,0.01715718825776455,0.06998155842218373,0.02535746417325363,0.022804432135291874,0.16172110053688998,-0.04607110725531782,-0.050904679442048795,-0.07012277981582082,-0.47464253582674637,0.19202413083992026,0.035406736067671585,0.5253574641732537,0.34353928235507186,0.02535746417325363,0.5059949713617893,0.02535746417325363,0.02453923270785771,0.011739744546437336,0.5253574641732537,0.5253574641732537,-0.035301200567897206,-0.028040696828711686,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
Azir,-0.027619842408869333,0.3382185975521216,0.3382185975521216,0.3382185975521216,0.3382185975521216,0.3382185975521216,-0.16178140244787842,-0.6617814024478784,-0.217336958003434,0.13676511499487787,0.3382185975521216,-0.6617814024478784,-0.2072359479024239,-0.3284480691145451,0.3382185975521216,0.3382185975521216,-0.005749370455252811,-0.217336958003434,0.3382185975521216,0.05454636904986737,-0.13546561297419424,-0.02422528047359357,-0.6617814024478784,0.3382185975521216,0.3382185975521216,0.017162734617568814,0.3382185975521216,0.3382185975521216,0.3382185975521216,0.1811488179909233,-0.17987561110536443,-0.6617814024478784,-0.09928140244787842,-0.22428140244787842,-0.007935248601724565,0.13821859755212162,0.3382185975521216,-0.033461761716833516,0.3382185975521216,0.03803393592916571,-0.019637526225960655,0.4550050560461153,-0.0234609871445286,0.17155193088545495,0.023847456727711103,0.11173974454643731,0.3382185975521216,-0.24072877086893107,-0.6617814024478784,0.3382185975521216,-0.16178140244787842,-0.1246575865488311,-0.3284480691145451,-0.09035283101930702,0.3382185975521216,-0.003556218627811636,-0.6617814024478784,-0.014719912190831463,0.1059949713617892,-0.0449949439538847,0.3382185975521216,-0.16178140244787842,-0.02159358878689599,-0.0019965339403792415,-0.04668863264296533,-0.055232401656089086,0.2219593031712883,-0.06256456895156814,-0.3284480691145451,0.10609759638312244,0.03553618488176832,0.00814549844100626,0.07195930317128829,-0.16178140244787842,0.3382185975521216,-0.022997462166705174,0.3382185975521216,-0.6617814024478784,0.15894534892282186,-0.01956591312956174,0.3382185975521216,0.022571483153580707,0.010440238472330055,0.10012335945688344,0.01715718825776455,0.06998155842218373,0.00488526421878821,0.022804432135291874,0.03052628985981387,-0.183520532882661,0.3382185975521216,-0.07012277981582082,0.033932824727189115,-0.16178140244787842,0.035406736067671585,0.05616443604377708,-0.03678140244787842,-0.16178140244787842,0.5059949713617893,-0.07844806911454505,0.3382185975521216,0.011739744546437336,0.08821859755212158,0.00814549844100626,-0.035301200567897206,-0.6617814024478784,-0.08200854060544513,0.4726459110818103,0.4255667434432882,0.3725593605313656,-0.015850728363680178,-0.07096792460534174,0.002758777610352925,-0.05240922687258753,-0.00043419790511722844,-0.0745475649072001,-0.05640240361687754,-0.06000238126876278,0.057192763922331025,-0.0010050916742319616,-0.028932243696771942,-0.10803313849028795,-0.009026643247986188,-0.008689294211338239,-0.014719912190831463,-0.03475988696987839,-0.06270773953413139,-0.032262506885089054,0.04901776040984329,0.07973071349827215,0.06524440051501268,-0.12299746216670515,0.24481945872857658,,-0.16056907028354422,0.06967208943576209,0.006097596383122461,-0.0736507981274789,,,-0.0068003015836463065
