,Aatrox,Amumu,Annie,Ashe,Blitzcrank,Brand,Caitlyn,Camille,Chogath,Corki,Darius,Draven,Ezreal,Fiddlesticks,Garen,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Ivern,JarvanIV,Jax,Jayce,Jhin,Jinx,Kaisa,Kalista,Karma,Kayle,Kennen,Kindred,Kled,KogMaw,LeeSin,Leona,Lucian,Lulu,Lux,Malphite,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nasus,Nidalee,Nunu,Olaf,Ornn,Pantheon,Poppy,Pyke,Quinn,Rammus,Renekton,Rengar,Rumble,Sejuani,Shen,Singed,Sivir,Sona,Swain,Taliyah,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twitch,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viktor,Volibear,Warwick,Xayah,Xerath,Zac,Ziggs,Zilean,Ahri,Akali,Alistar,Anivia,AurelionSol,Azir,Bard,Braum,Cassiopeia,Diana,DrMundo,Ekko,Elise,Fizz,Galio,Gangplank,Gnar,Irelia,Janna,Karthus,Katarina,Kayn,Khazix,Lissandra,Malzahar,Nautilus,Nocturne,Orianna,Riven,Ryze,Shaco,Shyvana,Sion,Skarner,Soraka,Syndra,TahmKench,Talon,TwistedFate,Udyr,Vladimir,Yasuo,Yorick,Zed,Zoe,Zyra,Rakan,XinZhao,Evelynn,Fiora,RekSai,Kassadin,Leblanc,Nami
Ivern,-0.4022522522522523,-0.005112481835938182,-0.006641483848531388,-0.06891891891891899,0.028614326915990307,0.020865074363057567,-0.4022522522522523,0.09774774774774769,-0.042412792454089826,-0.018456294622875624,0.012598340977452688,0.19774774774774767,-0.0022522522522522848,-0.012775187437505775,0.038599518572744795,-0.4022522522522523,-0.028640628901976217,-0.0617601534621407,-0.4022522522522523,0.20417113369486872,-0.10225225225225232,-0.4022522522522523,0.0006839829017047938,0.0351264031060968,-0.4022522522522523,-0.1522522522522523,0.09774774774774769,-0.06891891891891899,0.5977477477477477,-0.06616196655338083,0.001163611390766428,0.5977477477477477,0.5977477477477477,0.05047957913541323,-0.1781136890711429,0.001386096115391977,-0.4022522522522523,0.005072777873222523,0.04541595606167059,0.03854395845322389,0.12738320655081803,0.5977477477477477,0.09774774774774769,0.06107626443647951,0.06061336309329812,0.5977477477477477,0.03221369490721271,-0.04909892796706497,-0.4022522522522523,-0.056179291957720645,-0.11363012695328567,0.5977477477477477,-0.012409097578127137,0.008284331213304741,0.02385671829269942,-0.08872428086304443,-0.05655570864982984,0.09774774774774769,-0.4022522522522523,-0.0545703713370041,0.026796739523499147,-0.4022522522522523,-0.1522522522522523,0.267236610863243,-0.06891891891891899,0.015920290972310125,0.04375090303386531,0.028648663052982637,-0.034266796289559476,0.5977477477477477,-0.036221828287333946,-0.039597512303688576,-0.4022522522522523,-0.18915180597356784,-0.1522522522522523,-0.4022522522522523,0.5977477477477477,0.5977477477477477,-0.04795179234559843,0.03503605571063467,0.026796739523499147,-0.4022522522522523,-0.06891891891891899,0.03590642837940855,-0.13716144945131076,0.09774774774774769,0.024973135200290264,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.0902180418784421,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.030197856354063524,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Janna,0.5574074074074074,-0.005112481835938182,-0.006641483848531388,-0.4425925925925926,0.028614326915990307,0.020865074363057567,-0.04259259259259257,0.05725527014679843,-0.4425925925925926,-0.4425925925925926,0.012598340977452688,-0.2759259259259259,0.5574074074074074,-0.012775187437505775,0.038599518572744795,-0.4425925925925926,-0.028640628901976217,-0.0617601534621407,0.03868642695173302,0.20417113369486872,0.027533738602063845,-0.06955835558883,0.0006839829017047938,0.0351264031060968,-0.04259259259259257,-0.4425925925925926,-0.4425925925925926,-0.4425925925925926,0.020617726097470535,-0.06616196655338083,0.001163611390766428,0.01802976706888676,-0.008199879517200026,0.05047957913541323,-0.1781136890711429,-0.4425925925925926,0.05740740740740741,-0.4425925925925926,0.04541595606167059,-0.4425925925925926,0.12738320655081803,-0.0647479680264087,0.5574074074074074,0.5574074074074074,0.06061336309329812,-0.02609259587011553,0.03221369490721271,-0.04909892796706497,-0.08198005890222909,-0.056179291957720645,-0.11363012695328567,0.0124948663481661,-0.012409097578127137,0.5574074074074074,-0.4425925925925926,-0.08872428086304443,-0.05655570864982984,-0.01857859695141656,0.5574074074074074,-0.0545703713370041,0.026796739523499147,0.01246844263157118,0.5574074074074074,0.5574074074074074,-0.4425925925925926,0.015920290972310125,0.04375090303386531,0.028648663052982637,-0.034266796289559476,0.35740740740740745,-0.036221828287333946,-0.039597512303688576,0.5574074074074074,-0.18915180597356784,0.05740740740740741,-0.4425925925925926,0.05740740740740741,0.03247266878989752,-0.04795179234559843,0.03503605571063467,0.026796739523499147,-0.1069499583589811,0.05740740740740741,0.03590642837940855,-0.4425925925925926,0.5574074074074074,0.5574074074074074,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,-0.2759259259259259,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.0902180418784421,-0.16208808202720693,-0.4425925925925926,-0.010410673793459169,0.5574074074074074,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.030197856354063524,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
JarvanIV,0.00894922423494754,-0.15771744243171915,0.00894922423494754,-0.15771744243171915,0.00894922423494754,0.00894922423494754,0.0383609889408299,0.5089492242349476,0.00894922423494754,-0.15771744243171915,0.5089492242349476,-0.15771744243171915,0.02283811312383638,0.5089492242349476,0.038599518572744795,0.25894922423494754,-0.49105077576505246,0.5089492242349476,0.10894922423494752,0.5089492242349476,0.027533738602063845,0.00894922423494754,0.0006839829017047938,0.17561589090161417,0.11421238212968438,-0.014860299574576297,-0.0772576723167766,0.10894922423494752,0.020617726097470535,0.00894922423494754,-0.49105077576505246,0.5089492242349476,-0.008199879517200026,0.00894922423494754,-0.1781136890711429,0.001386096115391977,-0.03943787253924602,0.00894922423494754,0.00894922423494754,0.17561589090161417,0.17561589090161417,0.5089492242349476,-0.11174043093746627,-0.15771744243171915,0.5089492242349476,-0.49105077576505246,0.5089492242349476,-0.49105077576505246,0.17561589090161417,-0.49105077576505246,-0.11363012695328567,0.5089492242349476,0.00894922423494754,0.008284331213304741,0.02385671829269942,-0.49105077576505246,-0.05655570864982984,-0.24105077576505246,0.00894922423494754,-0.0545703713370041,-0.49105077576505246,-0.49105077576505246,-0.07438410909838578,0.267236610863243,-0.17105077576505245,0.015920290972310125,-0.49105077576505246,0.17561589090161417,-0.49105077576505246,-0.09105077576505244,-0.49105077576505246,-0.039597512303688576,0.10894922423494752,-0.49105077576505246,-0.10395400157150408,-0.008292155075397267,0.25894922423494754,0.00894922423494754,-0.04795179234559843,0.5089492242349476,0.5089492242349476,-0.1069499583589811,-0.07928606988269954,-0.49105077576505246,0.5089492242349476,0.5089492242349476,-0.49105077576505246,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.49105077576505246,-0.49105077576505246,-0.0902180418784421,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.00894922423494754,0.5089492242349476,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Jax,0.2594950772228394,-0.005112481835938182,0.5094950772228394,-0.01682071225084486,0.028614326915990307,0.5094950772228394,-0.03104546331770114,0.05725527014679843,0.009495077222839376,0.5094950772228394,0.5094950772228394,0.09923866696642913,-0.048644457660881546,0.5094950772228394,0.5094950772228394,-0.0905049227771606,0.5094950772228394,-0.0617601534621407,0.36663793436569647,0.20417113369486872,0.027533738602063845,-0.06955835558883,0.08092364865141077,-0.4905049227771606,0.016344392291332555,-0.021754922777160624,-0.028383710655948524,0.009495077222839376,0.020617726097470535,-0.4905049227771606,0.001163611390766428,0.01802976706888676,-0.1571715894438273,0.009495077222839376,-0.1781136890711429,0.001386096115391977,-0.00774630208750543,0.5094950772228394,-0.1571715894438273,0.009495077222839376,0.009495077222839376,-0.4905049227771606,-0.00401843629067411,0.176161743889506,0.06061336309329812,-0.02609259587011553,-0.4905049227771606,0.5094950772228394,-0.4905049227771606,0.5094950772228394,-0.4905049227771606,-0.4905049227771606,-0.4905049227771606,-0.4905049227771606,0.176161743889506,0.009495077222839376,0.009495077222839376,0.5094950772228394,-0.4905049227771606,-0.0545703713370041,-0.4905049227771606,0.009495077222839376,0.176161743889506,0.267236610863243,-0.17800492277716062,0.015920290972310125,0.04375090303386531,0.009495077222839376,0.5094950772228394,-0.07115008406748319,-0.4905049227771606,-0.039597512303688576,0.009495077222839376,-0.18915180597356784,-0.07115008406748319,0.14838396611172822,0.2594950772228394,-0.4905049227771606,-0.04795179234559843,0.009495077222839376,0.026796739523499147,-0.1069499583589811,0.021122984199583583,0.009495077222839376,0.5094950772228394,-0.1571715894438273,0.5094950772228394,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.4905049227771606,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.4905049227771606,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,-0.4905049227771606,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,-0.4905049227771606,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.1571715894438273,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.5094950772228394,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Jayce,-0.02529061394121862,0.03720938605878138,0.03720938605878138,0.025581479082037173,0.03720938605878138,-0.00824515939576409,0.02843745623421995,0.5372093860587814,-0.4627906139412186,0.2872093860587814,0.5372093860587814,0.0038760527254480537,0.041241644123297505,-0.17707632822693292,0.03720938605878138,-0.21279061394121862,-0.028640628901976217,-0.4627906139412186,-0.0627906139412186,-0.4627906139412186,0.027533738602063845,-0.06955835558883,0.2872093860587814,0.12054271939211475,0.050029898879294155,0.09720938605878143,0.0052005560367063275,-0.02529061394121862,-0.1294572806078853,0.5372093860587814,-0.0627906139412186,0.01802976706888676,0.5372093860587814,0.2872093860587814,-0.1781136890711429,0.001386096115391977,0.06515969661778759,-0.0627906139412186,-0.4627906139412186,0.203876052725448,0.5372093860587814,0.203876052725448,0.011568360417755719,-0.1294572806078853,-0.03421918536979007,0.203876052725448,0.5372093860587814,0.5372093860587814,0.203876052725448,-0.4627906139412186,-0.11363012695328567,0.03720938605878138,-0.2627906139412186,0.03720938605878138,0.09276494161433696,-0.4627906139412186,-0.4627906139412186,-0.21279061394121862,-0.0627906139412186,-0.4627906139412186,0.03720938605878138,0.01246844263157118,0.05236090121029652,-0.4627906139412186,-0.0005264629978223856,0.03720938605878138,-0.4627906139412186,0.2514951003444957,-0.034266796289559476,-0.02995479304569626,0.5372093860587814,-0.4627906139412186,0.00595938605878138,-0.18915180597356784,0.11413246298185825,-0.11143926258986725,-0.07817522932583398,-0.0627906139412186,-0.04795179234559843,-0.08779061394121862,-0.4627906139412186,0.03720938605878138,0.03376111019671241,0.23720938605878134,-0.4627906139412186,-0.16279061394121863,0.13720938605878136,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,0.5372093860587814,0.03617202521457141,0.0013660905135079449,0.203876052725448,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.5372093860587814,-0.4627906139412186,0.04553283462781643,-0.4627906139412186,-0.060681186028074596,-0.1294572806078853,-0.4627906139412186,0.5372093860587814,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.03720938605878138,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Jhin,-0.012111363433398109,-0.005112481835938182,-0.006641483848531388,0.027160963891333906,0.028614326915990307,0.020865074363057567,-0.004484693451365873,0.05725527014679843,-0.042412792454089826,-0.018456294622875624,0.012598340977452688,0.017231042493465215,-0.014182934418359938,-0.012775187437505775,0.038599518572744795,-0.013145788208160591,-0.028640628901976217,-0.0617601534621407,0.03868642695173302,0.20417113369486872,0.027533738602063845,-0.06955835558883,0.0006839829017047938,0.0351264031060968,0.5000000000000004,0.024149621708254077,-0.4999999999999996,-0.011589577974858711,0.020617726097470535,-0.06616196655338083,0.001163611390766428,0.01802976706888676,-0.008199879517200026,0.05047957913541323,-0.1781136890711429,0.001386096115391977,0.02484907156921362,0.005072777873222523,0.04541595606167059,0.03854395845322389,0.12738320655081803,-0.0647479680264087,0.03525203197359128,0.06107626443647951,0.06061336309329812,-0.02609259587011553,0.03221369490721271,-0.04909892796706497,-0.08198005890222909,-0.056179291957720645,-0.11363012695328567,0.0124948663481661,-0.012409097578127137,0.008284331213304741,0.02385671829269942,-0.08872428086304443,-0.05655570864982984,-0.01857859695141656,0.029436220355379017,-0.0545703713370041,0.026796739523499147,0.01246844263157118,0.04688715960000378,0.267236610863243,0.003754284965895971,0.015920290972310125,0.04375090303386531,0.028648663052982637,-0.034266796289559476,-0.016254522968296103,-0.036221828287333946,-0.039597512303688576,0.02488576063330325,-0.18915180597356784,0.0035926016355083135,-0.006704169770647611,0.06383988676886032,0.03247266878989752,-0.04795179234559843,0.03503605571063467,0.026796739523499147,-0.1069499583589811,-0.0017856564062312952,0.03590642837940855,-0.13716144945131076,0.10054507464616436,0.024973135200290264,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.0902180418784421,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.030197856354063524,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Jinx,-0.012111363433398109,-0.005112481835938182,-0.006641483848531388,0.027160963891333906,0.028614326915990307,0.020865074363057567,-0.004484693451365873,0.05725527014679843,-0.042412792454089826,-0.018456294622875624,0.012598340977452688,0.1403627644981069,0.1562477547156514,-0.012775187437505775,0.038599518572744795,-0.013145788208160591,-0.028640628901976217,-0.0617601534621407,0.03868642695173302,0.20417113369486872,0.027533738602063845,-0.06955835558883,0.0006839829017047938,0.0351264031060968,0.08977518026684923,-0.6268822630092991,0.17167888806983764,-0.011589577974858711,0.020617726097470535,-0.06616196655338083,0.001163611390766428,0.01802976706888676,-0.008199879517200026,0.05047957913541323,-0.1781136890711429,0.001386096115391977,-0.06204632688015352,0.005072777873222523,0.04541595606167059,0.03854395845322389,0.12738320655081803,-0.0647479680264087,0.03525203197359128,0.06107626443647951,0.06061336309329812,-0.02609259587011553,0.03221369490721271,-0.04909892796706497,-0.08198005890222909,-0.056179291957720645,-0.11363012695328567,0.0124948663481661,-0.012409097578127137,0.008284331213304741,0.02385671829269942,-0.08872428086304443,-0.05655570864982984,-0.01857859695141656,0.029436220355379017,-0.0545703713370041,0.026796739523499147,0.01246844263157118,0.37311773699070094,0.267236610863243,0.003754284965895971,0.015920290972310125,0.04375090303386531,0.028648663052982637,-0.034266796289559476,-0.14774557236181704,-0.036221828287333946,-0.039597512303688576,0.02488576063330325,-0.18915180597356784,0.0035926016355083135,-0.006704169770647611,0.06383988676886032,0.03247266878989752,-0.04795179234559843,0.03503605571063467,0.026796739523499147,-0.1069499583589811,-0.09450816228987455,0.03590642837940855,-0.13716144945131076,0.10054507464616436,0.024973135200290264,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.0902180418784421,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.030197856354063524,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Kaisa,-0.012111363433398109,-0.005112481835938182,-0.006641483848531388,0.027160963891333906,0.028614326915990307,0.020865074363057567,-0.004484693451365873,0.05725527014679843,-0.042412792454089826,-0.018456294622875624,0.012598340977452688,0.017231042493465215,-0.014182934418359938,-0.012775187437505775,0.038599518572744795,-0.013145788208160591,-0.028640628901976217,-0.0617601534621407,0.03868642695173302,0.20417113369486872,0.027533738602063845,-0.06955835558883,0.0006839829017047938,0.0351264031060968,0.018193011566085077,0.024149621708254077,0.00604244248019814,-0.011589577974858711,0.020617726097470535,-0.06616196655338083,0.001163611390766428,0.01802976706888676,-0.008199879517200026,0.05047957913541323,-0.1781136890711429,0.001386096115391977,0.02484907156921362,0.005072777873222523,0.04541595606167059,0.03854395845322389,0.12738320655081803,-0.0647479680264087,0.03525203197359128,0.06107626443647951,0.06061336309329812,-0.02609259587011553,0.03221369490721271,-0.04909892796706497,-0.08198005890222909,-0.056179291957720645,-0.11363012695328567,0.0124948663481661,-0.012409097578127137,0.008284331213304741,0.02385671829269942,-0.08872428086304443,-0.05655570864982984,-0.01857859695141656,0.029436220355379017,-0.0545703713370041,0.026796739523499147,0.01246844263157118,0.04688715960000378,0.267236610863243,0.003754284965895971,0.015920290972310125,0.04375090303386531,0.028648663052982637,-0.034266796289559476,-0.016254522968296103,-0.036221828287333946,-0.039597512303688576,0.02488576063330325,-0.18915180597356784,0.0035926016355083135,-0.006704169770647611,0.06383988676886032,0.03247266878989752,-0.04795179234559843,0.03503605571063467,0.026796739523499147,-0.1069499583589811,-0.0017856564062312952,0.03590642837940855,-0.13716144945131076,0.10054507464616436,0.024973135200290264,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.0902180418784421,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.030197856354063524,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Kalista,-0.012111363433398109,-0.005112481835938182,-0.006641483848531388,0.027160963891333906,0.028614326915990307,0.020865074363057567,-0.44843969333765227,0.05725527014679843,-0.042412792454089826,-0.018456294622875624,0.012598340977452688,-0.34639887701112165,0.10711586221790328,-0.012775187437505775,0.038599518572744795,-0.013145788208160591,-0.028640628901976217,-0.0617601534621407,0.03868642695173302,0.20417113369486872,0.027533738602063845,-0.06955835558883,0.0006839829017047938,0.0351264031060968,-0.4219846668826258,-0.051614296512255374,0.5515603066623478,-0.019868264766223578,0.020617726097470535,-0.06616196655338083,0.001163611390766428,0.01802976706888676,-0.008199879517200026,0.05047957913541323,-0.1781136890711429,0.001386096115391977,-0.40082064571860465,0.005072777873222523,0.04541595606167059,0.03854395845322389,0.12738320655081803,-0.0647479680264087,0.3610841161861573,0.06107626443647951,0.06061336309329812,-0.02609259587011553,0.03221369490721271,-0.04909892796706497,-0.08198005890222909,-0.056179291957720645,-0.11363012695328567,0.0124948663481661,-0.012409097578127137,0.008284331213304741,0.02385671829269942,-0.08872428086304443,-0.05655570864982984,-0.01857859695141656,0.029436220355379017,-0.0545703713370041,0.026796739523499147,0.01246844263157118,-0.44843969333765227,0.267236610863243,0.003754284965895971,0.015920290972310125,0.04375090303386531,0.028648663052982637,-0.034266796289559476,-0.34639887701112165,-0.036221828287333946,-0.039597512303688576,0.02488576063330325,-0.18915180597356784,0.5515603066623478,0.5515603066623478,0.06383988676886032,0.03247266878989752,-0.04795179234559843,0.03503605571063467,0.026796739523499147,-0.1069499583589811,0.3610841161861573,0.03590642837940855,-0.13716144945131076,0.10054507464616436,0.024973135200290264,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,-0.2088346942724561,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.07007575757575757,0.03332356454105634,0.22681894270213449,0.06366361139076643,-0.001512136935959335,0.09015278845445185,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,0.026327343725895513,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,-0.11684180007739084,-0.0902180418784421,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.0410018250288825,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,0.030197856354063524,-0.42297338792910316,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
Karma,0.5710151754732926,-0.42898482452670744,-0.17898482452670744,0.03613145454305999,-0.09565149119337413,-0.26231815786004076,0.0038509963688149185,0.2376818421399592,-0.42898482452670744,-0.018456294622875624,0.5710151754732926,0.12783335729147433,0.001318205776322856,0.2376818421399592,-0.42898482452670744,-0.09565149119337413,-0.028640628901976217,-0.0617601534621407,-0.012318157860040757,0.5710151754732926,0.027533738602063845,0.07101517547329256,0.2376818421399592,0.2376818421399592,-0.011593520178881378,0.049276045038509964,0.04845878449584895,0.03255363701175412,0.29323739769551477,-0.17898482452670744,-0.42898482452670744,0.01802976706888676,-0.008199879517200026,-0.04009593563781855,-0.1781136890711429,-0.42898482452670744,0.07374741591045103,-0.22898482452670743,-0.02898482452670742,0.03854395845322389,0.2376818421399592,0.07101517547329256,0.10549793409398217,-0.26231815786004076,0.32101517547329256,0.5710151754732926,0.03221369490721271,-0.04909892796706497,0.5710151754732926,-0.42898482452670744,-0.11363012695328567,0.0124948663481661,0.5710151754732926,-0.09565149119337413,-0.14327053881242174,-0.08872428086304443,-0.05655570864982984,-0.01857859695141656,-0.09565149119337413,-0.0545703713370041,-0.09565149119337413,0.01246844263157118,0.0861666906248077,-0.42898482452670744,-0.03612768166956459,-0.42898482452670744,0.5710151754732926,0.2376818421399592,-0.42898482452670744,-0.03315149119337413,-0.42898482452670744,-0.42898482452670744,-0.0828309783728613,0.5710151754732926,0.08212628658440363,0.022628078699098997,0.2376818421399592,-0.09565149119337413,-0.04795179234559843,-0.09565149119337413,0.5710151754732926,-0.09565149119337413,0.01101517547329256,0.2376818421399592,-0.13716144945131076,-0.17898482452670744,0.40434850880662593,0.11397356265974273,-0.06623132572224144,-0.31029652095518123,-0.05091943982238267,-0.02780334738019763,-0.04082091309269795,0.5710151754732926,-0.0392834601158486,0.03617202521457141,0.0013660905135079449,-0.017997797688103834,-0.02218701899221734,-0.3844651212721957,-0.07563133171453296,-0.016592720280064588,0.37253527602737246,-0.42898482452670744,0.03332356454105634,0.5710151754732926,0.06366361139076643,-0.001512136935959335,0.07101517547329256,-0.42554353850012305,-0.018657805931046323,0.06529944751579414,-0.42898482452670744,0.03221369490721271,0.04553283462781643,-0.03756266355961124,-0.060681186028074596,-0.0475916673933226,0.07101517547329256,-0.42898482452670744,-0.16208808202720693,-0.12291576363280138,-0.010410673793459169,-0.42898482452670744,0.03183070551688566,-0.0054359755443569024,-0.4464218989494144,-0.012843434224122902,0.038522465677115036,-0.27489826601917816,-0.043288914832640274,-0.00950903790835217,-0.42898482452670744,-0.42898482452670744,-0.4298908191875607,,,-0.42898482452670744,0.19705322938936104,0.054275365372422446,
