,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Ashe,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,DrMundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fizz,Galio,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nasus,Nautilus,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Quinn,Rakan,Rammus,RekSai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yorick,Zac,Zed,Ziggs,Zilean,Zoe,Zyra,Gangplank,AurelionSol,Kaisa,Nami,Fiora
Aatrox,-0.014949219709618433,0.17023596547556674,0.07175111699071834,0.003569298808900112,0.030596325835927085,-0.16309736785776657,0.2369026321422334,0.11895391419351553,0.003569298808900112,-0.2107164154768142,-0.1964307011910999,0.07023596547556676,0.003569298808900112,0.04203083727043855,0.0019986181806278536,-0.2964307011910999,-0.16309736785776657,0.003569298808900112,-0.2964307011910999,-0.16309736785776657,0.003569298808900112,-0.09643070119109987,0.03928358452318581,-0.023422989108837666,-0.011624071356845733,-0.16309736785776657,-0.06785927261967134,0.1285692988089001,-0.2656614704218691,0.1285692988089001,0.5035692988089001,-0.015180701191099877,0.01692807743485436,-0.0035300926718301318,0.07499787023747151,-0.16309736785776657,0.08003988704419418,-0.004495217320132139,0.003569298808900112,0.03913415236538542,0.023177141946155055,0.027378822618423948,-0.09643070119109987,0.5035692988089001,-0.16309736785776657,-0.20231305413227635,-0.044049748810147504,-0.4964307011910999,-0.16309736785776657,-0.09643070119109987,-0.008058608167844095,0.003569298808900112,-0.02813098937553793,0.005387480627081942,-0.2464307011910999,0.049023844263445526,-0.4964307011910999,0.021260958455066925,0.003569298808900112,0.10356929880890009,0.3785692988089001,0.2369026321422334,-0.2583354630958618,-0.05198625674665547,-0.12143070119109989,-0.10754181230221099,0.02260044067741218,-0.12143070119109989,-0.23112457874212028,-0.034892239652638324,-0.16309736785776657,-0.2464307011910999,-0.2107164154768142,-0.018831377437930008,0.021794338428551496,0.06747907324499036,0.013373220377527528,-0.4964307011910999,0.5035692988089001,0.01411782201565115,0.035827363325029116,0.0687866901132479,-0.0369712417316404,0.5035692988089001,0.03781587415136589,0.003569298808900112,-0.06785927261967134,0.0272761953606242,-0.2107164154768142,0.003569298808900112,0.10356929880890009,0.04523596547556674,-0.016755904443132408,0.07499787023747151,0.07499787023747151,0.3607121559517572,0.3369026321422335,0.003569298808900112,-0.03131442212133245,-0.2964307011910999,0.5035692988089001,-0.07335377811417682,0.5035692988089001,0.13993293517253647,-0.023787326108700435,0.003569298808900112,0.003569298808900112,0.08421446009922273,0.003569298808900112,-0.09643070119109987,0.08350660288413525,0.003569298808900112,0.003569298808900112,0.08893515246743666,0.011856591626579704,0.5035692988089001,-0.4964307011910999,0.08251666722995277,0.08049237573197698,0.003569298808900112,-0.05457023607482081,-0.010716415476814178,-0.12800964855952096,0.11468040992001127,0.023839569079170397,0.003569298808900112,-0.12143070119109989,0.01826512929420432,-0.0066347828237529605,0.003569298808900112,0.025957358510392603,0.17023596547556674,0.12261691785651918,0.08690263214223348,0.1285692988089001,-0.16309736785776657,0.46236927009492357,0.08918965506289128,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
Ahri,0.53984375,-0.46015625,0.53984375,0.008689866165050741,-0.12682291666666667,0.03421491346503286,0.53984375,-0.003920586001006698,0.53984375,0.53984375,-0.46015625,0.03984375000000001,0.006129582486975427,-0.46015625,-0.26015625,0.03984375000000001,0.05054659715763132,0.04825962325962335,-0.17225268683154527,0.05176389254005409,0.02367271902095952,0.17798503231971283,0.53984375,0.53984375,-0.46015625,0.53984375,-0.46015625,-0.46015625,0.03708988376926964,-0.11143533105389267,0.009118540174345102,-0.46015625,0.03984375000000001,0.53984375,0.03984375000000001,-0.12300819734142532,-0.46015625,0.0038049239628129006,0.53984375,-0.011875929954755504,-0.46015625,0.03984375000000001,-0.1595711038933213,-0.05804039461181604,0.007990633633268462,-0.009936475133850098,-0.0640189482961114,0.014173539781475952,0.53984375,-0.03439791878767534,-0.21015625,-0.46015625,0.03984375000000001,0.03984375000000001,-0.46015625,-0.08891935349821195,0.3790950744558992,-0.12682291666666667,-0.46015625,0.005088942881698699,-0.030232918635044514,-0.46015625,-0.46015625,0.53984375,-0.46015625,-0.14743812727805988,0.01443768911051535,-0.04052437600305647,-0.016344710275760677,-0.0165744785694609,-0.05686920003745477,0.03582065304754395,0.53984375,0.20651041666666664,0.53984375,0.03984375000000001,0.0003558575926996266,0.0025651388103895,-0.008189702860826098,0.53984375,0.005824652172558897,-0.06505856132933288,-0.02497347940010755,-0.24008392593208328,0.03984375000000001,-0.46015625,0.028078392159073845,-0.12682291666666667,-0.002590180345752202,-0.04061791874845572,0.03984375000000001,0.0380126666773197,0.03984375000000001,0.030183413046805635,0.53984375,-0.03628817049159877,-0.06128265451486514,-0.05090351525896081,-0.02205124755666185,-0.2511228420931163,-0.46015625,-0.46015625,-0.02222075754096242,0.10835681635811228,0.53984375,0.020193864651274707,0.014949252265771013,0.53984375,0.01639278809785205,0.05054659715763132,0.03173713468811051,0.10146413329587856,-0.026226838088003468,0.017799445330707764,0.53984375,-0.46015625,-0.03545365924704191,0.03582065304754395,-0.46015625,-0.05162291065116559,-0.46015625,0.0038049239628129006,-0.46015625,0.0037486953552503532,-0.46015625,0.138422276215032,-0.030595492845119754,-0.46015625,0.00545376631836203,-0.44664411396744885,-0.12682291666666667,0.53984375,-0.1262394778317958,0.03984375000000001,0.08677665492843273,-0.0279231198241795,0.53984375,0.08918965506289128,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
Akali,0.07657257329577966,-0.058862195852004084,0.02155926362408489,0.008689866165050741,-0.10553103737925956,-0.41322334507156727,-0.07989001173823396,-0.21322334507156726,0.5867766549284328,0.4201099882617661,0.3867766549284328,-0.30211223396045617,0.006129582486975427,-0.16322334507156727,0.031520590238405755,-0.41322334507156727,-0.07989001173823396,0.3867766549284328,-0.41322334507156727,0.08677665492843273,-0.41322334507156727,0.17798503231971283,-0.03822334507156727,-0.048517462718626114,0.02253084487256679,-0.07989001173823396,0.08677665492843273,-0.032468821408401904,0.5867766549284328,-0.07989001173823396,-0.41322334507156727,0.07296450023230011,0.02945181416410153,0.06046086545474849,-0.16322334507156727,-0.16322334507156727,0.12523819338997116,0.25344332159509936,-0.04760205389882033,0.10529517344695122,0.08677665492843273,-0.24655667840490061,-0.2703662022144244,-0.41322334507156727,-0.41322334507156727,0.3867766549284328,-0.03822334507156727,0.014173539781475952,0.015348083499861276,-0.01322334507156725,0.04206120777396116,-0.004966193227355253,-0.015373882705975894,0.03310433854425193,-0.07989001173823396,-0.41322334507156727,-0.07989001173823396,0.02789441939949061,0.5867766549284328,-0.41322334507156727,-0.16322334507156727,-0.2703662022144244,0.024276654928432728,-0.19100112284934506,0.5867766549284328,-0.01322334507156725,0.10442371375196219,0.015348083499861276,-0.09743387138735676,-0.41322334507156727,0.08677665492843273,0.03582065304754395,-0.01322334507156725,0.06156657089481926,0.1487601260028129,0.13365165492843273,0.13025491579799792,0.0025651388103895,-0.07989001173823396,0.11534808349986131,0.1519940462327805,0.12523819338997116,-0.01322334507156725,-0.41322334507156727,0.03414507598106431,-0.06539725811504554,0.25344332159509936,-0.05977506920949832,0.22314029129206908,-0.12750905935728157,0.08677665492843273,0.13677665492843277,-0.0441757260239482,0.08677665492843273,0.08677665492843273,0.5867766549284328,0.25344332159509936,-0.05090351525896081,0.08677665492843273,-0.41322334507156727,-0.41322334507156727,-0.28822334507156727,-0.02222075754096242,0.08677665492843273,0.014285948608730115,-0.41322334507156727,0.5867766549284328,-0.2703662022144244,0.5867766549284328,-0.41322334507156727,0.08677665492843273,0.08677665492843273,-0.026226838088003468,0.031221099372877148,0.056164410030473566,-0.07989001173823396,-0.41322334507156727,0.015348083499861276,-0.24655667840490061,0.1867766549284327,0.07064762267036823,0.1423322104839883,-0.049586981435203625,0.015348083499861276,0.15495847311025096,0.138422276215032,0.30106236921414703,0.08892257767521389,0.11309244440211691,-0.44664411396744885,0.238950567971911,-0.21322334507156726,-0.16322334507156727,0.08677665492843273,0.08677665492843273,-0.01322334507156725,-0.41322334507156727,0.5867766549284328,0.08677665492843273,-0.46417934695245605,-0.39852874407950445
Alistar,0.01855345911949685,-0.058862195852004084,0.07038100513896045,0.008689866165050741,0.01855345911949685,0.5185534591194969,-0.027522922908801317,-0.003920586001006698,0.1975441501215687,0.3557322279561176,0.026809143771832633,-0.005288301452937183,0.006129582486975427,0.5185534591194969,-0.02722534536283261,0.016022864596122594,0.05054659715763132,-0.48144654088050315,-0.17225268683154527,0.05176389254005409,0.02367271902095952,0.17798503231971283,-0.48144654088050315,0.5185534591194969,-0.029737682515606323,0.18522012578616348,-0.48144654088050315,-0.032468821408401904,0.03708988376926964,-0.48144654088050315,0.009118540174345102,0.002560393749882761,0.11855345911949683,-0.48144654088050315,-0.48144654088050315,-0.12300819734142532,0.5185534591194969,0.0038049239628129006,-0.04760205389882033,-0.14811320754716983,0.01319725016137363,0.5185534591194969,-0.1595711038933213,-0.05804039461181604,0.007990633633268462,-0.48144654088050315,-0.0640189482961114,0.014173539781475952,0.10538401215180149,-0.48144654088050315,0.18522012578616348,-0.004966193227355253,0.01855345911949685,-0.00650219655706713,-0.48144654088050315,-0.08891935349821195,0.3790950744558992,0.01855345911949685,0.5185534591194969,0.005088942881698699,-0.030232918635044514,-0.04295592640747059,-0.48144654088050315,-0.48144654088050315,0.016883585459177564,-0.14743812727805988,0.5185534591194969,-0.48144654088050315,0.5185534591194969,-0.0165744785694609,0.5185534591194969,0.03582065304754395,0.0025651388103895,0.26855345911949685,0.01855345911949685,0.07041509438558358,0.5185534591194969,0.0025651388103895,-0.48144654088050315,0.5185534591194969,0.005824652172558897,-0.06505856132933288,-0.02497347940010755,-0.24008392593208328,0.5185534591194969,-0.0369485095684598,0.028078392159073845,-0.019683074378225862,0.5185534591194969,-0.04061791874845572,0.5185534591194969,0.0380126666773197,-0.48144654088050315,0.030183413046805635,0.0852860625684975,-0.03628817049159877,-0.06128265451486514,-0.05090351525896081,-0.48144654088050315,-0.2511228420931163,-0.0004089674797524978,-0.48144654088050315,-0.02222075754096242,0.10835681635811228,0.01855345911949685,0.020193864651274707,0.014949252265771013,-0.023535866704121444,0.01639278809785205,0.05054659715763132,0.03173713468811051,0.10146413329587856,-0.48144654088050315,0.017799445330707764,0.5185534591194969,-0.17517327801973676,-0.48144654088050315,0.5185534591194969,0.01855345911949685,-0.48144654088050315,-0.48144654088050315,0.0038049239628129006,0.021094612780700933,0.0037486953552503532,0.5185534591194969,0.138422276215032,-0.030595492845119754,0.5185534591194969,-0.48144654088050315,-0.44664411396744885,0.021135779869173588,0.5185534591194969,-0.1262394778317958,-0.040604628917774915,-0.48144654088050315,-0.0279231198241795,0.46236927009492357,0.08918965506289128,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
Amumu,0.08890368689523187,0.4889036868952319,-0.011096313104768107,0.008689866165050741,-0.011096313104768107,-0.5110963131047681,-0.011096313104768107,-0.11109631310476809,0.4889036868952319,0.4889036868952319,-0.5110963131047681,-0.3444296464381015,0.006129582486975427,-0.11109631310476809,-0.02722534536283261,0.4889036868952319,-0.011096313104768107,0.2389036868952319,-0.5110963131047681,0.15557035356189852,-0.2610963131047681,0.4889036868952319,0.28890368689523194,-0.011096313104768107,-0.09730320965649225,-0.011096313104768107,-0.011096313104768107,0.4889036868952319,-0.11109631310476809,0.4889036868952319,0.009118540174345102,-0.12220742421587921,-0.041399343407798384,-0.05655085855931358,-0.2253820273904824,0.4889036868952319,-0.011096313104768107,-0.2888740908825459,-0.04760205389882033,0.018315451601114252,0.08890368689523187,-0.11109631310476809,-0.1595711038933213,0.15557035356189852,-0.5110963131047681,-0.011096313104768107,-0.011096313104768107,0.014173539781475952,-0.5110963131047681,0.08890368689523187,0.0005315938719760993,0.4889036868952319,-0.2007514855185612,0.002417200408745379,-0.08952119556752688,-0.14745994946840446,0.3790950744558992,0.0043676044210050335,0.02067268378719228,0.005088942881698699,-0.030232918635044514,-0.04295592640747059,-0.2253820273904824,0.2389036868952319,0.016883585459177564,-0.011096313104768107,0.06033225832380329,-0.1777629797714348,-0.2610963131047681,0.4889036868952319,-0.5110963131047681,0.4889036868952319,-0.011096313104768107,0.1222370202285652,-0.031096313104768125,-0.11109631310476809,0.04445924245078747,0.15557035356189852,-0.008189702860826098,0.10795130594285096,0.4889036868952319,-0.5110963131047681,-0.2610963131047681,-0.5110963131047681,-0.2034040054124604,-0.011096313104768107,0.4889036868952319,-0.011096313104768107,0.4889036868952319,-0.04061791874845572,0.257325511967943,0.11390368689523189,0.12526732325886825,0.4889036868952319,-0.2610963131047681,0.4889036868952319,-0.011096313104768107,-0.5110963131047681,-0.08252488453333956,-0.1777629797714348,-0.5110963131047681,0.32223702022856526,-0.02222075754096242,0.4889036868952319,0.055570353561898544,-0.011096313104768107,-0.3110963131047681,0.28890368689523194,-0.011096313104768107,-0.5110963131047681,-0.35725015925861425,-0.5110963131047681,-0.5110963131047681,0.4889036868952319,0.3070855050770501,-0.17517327801973676,-0.011096313104768107,0.4889036868952319,-0.011096313104768107,-0.011096313104768107,-0.06665186866032369,-0.1777629797714348,-0.11109631310476809,-0.011096313104768107,0.11390368689523189,0.138422276215032,0.11390368689523189,-0.07359631310476811,-0.011096313104768107,-0.44664411396744885,-0.011096313104768107,-0.011568677930849564,-0.011096313104768107,-0.011096313104768107,-0.5110963131047681,-0.011096313104768107,0.46236927009492357,0.08918965506289128,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
Anivia,0.5431344336777774,0.04313443367777736,0.5431344336777774,0.008689866165050741,0.04313443367777736,0.03421491346503286,-0.45686556632222264,0.04313443367777736,0.1975441501215687,-0.45686556632222264,-0.12353223298888932,0.29313443367777736,0.006129582486975427,0.209801100344444,0.04313443367777736,-0.45686556632222264,-0.45686556632222264,0.04313443367777736,-0.17225268683154527,0.5431344336777774,0.04313443367777736,-0.45686556632222264,-0.12353223298888932,-0.45686556632222264,0.04313443367777736,0.5431344336777774,0.025058359811973047,-0.032468821408401904,-0.45686556632222264,-0.11143533105389267,0.009118540174345102,0.08858897913232278,-0.04510086043986972,-0.056865566322222616,-0.45686556632222264,0.5431344336777774,0.04313443367777736,0.3431344336777774,-0.45686556632222264,-0.056865566322222616,0.01319725016137363,-0.45686556632222264,-0.1595711038933213,-0.45686556632222264,0.007990633633268462,0.5431344336777774,-0.45686556632222264,0.014173539781475952,0.10538401215180149,0.04313443367777736,0.209801100344444,-0.004966193227355253,0.013722668971895002,-0.09972270917936549,0.5431344336777774,-0.290198899655556,0.3790950744558992,-0.13186556632222263,0.02067268378719228,-0.45686556632222264,0.5431344336777774,-0.04295592640747059,-0.02829413775079409,0.002372797072855315,-0.45686556632222264,-0.20686556632222264,-0.02829413775079409,-0.04052437600305647,0.04313443367777736,-0.0165744785694609,-0.45686556632222264,-0.45686556632222264,0.04313443367777736,0.016818644204093125,0.32091221145555515,0.04313443367777736,0.04313443367777736,0.5431344336777774,0.5431344336777774,-0.20686556632222264,-0.45686556632222264,-0.45686556632222264,0.5431344336777774,-0.45686556632222264,0.04313443367777736,0.41813443367777736,0.028078392159073845,-0.09322920268585899,-0.002590180345752202,0.5431344336777774,-0.45686556632222264,0.14313443367777734,-0.012421121877778218,0.5431344336777774,0.5431344336777774,0.04313443367777736,-0.06128265451486514,-0.05090351525896081,-0.45686556632222264,-0.2511228420931163,-0.45686556632222264,-0.45686556632222264,-0.02222075754096242,0.10835681635811228,0.09868998923333294,0.5431344336777774,0.014949252265771013,0.5431344336777774,0.01639278809785205,0.05054659715763132,0.11456300510634876,0.10146413329587856,-0.026226838088003468,-0.45686556632222264,0.14313443367777734,-0.17517327801973676,-0.45686556632222264,0.5431344336777774,-0.45686556632222264,0.209801100344444,0.5431344336777774,0.5431344336777774,0.021094612780700933,0.0037486953552503532,0.11456300510634876,0.5431344336777774,-0.45686556632222264,-0.06797667743333374,-0.45686556632222264,-0.45686556632222264,0.25742014796349166,-0.45686556632222264,-0.1262394778317958,-0.45686556632222264,0.5431344336777774,0.14313443367777734,0.5431344336777774,0.08918965506289128,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
Annie,0.009423030605592742,0.5094230306055927,-0.29057696939440725,0.008689866165050741,0.10942303060559272,0.03421491346503286,-0.027522922908801317,0.009423030605592742,-0.49057696939440726,0.3557322279561176,0.009423030605592742,0.25942303060559274,0.006129582486975427,-0.49057696939440726,0.009423030605592742,0.009423030605592742,0.5094230306055927,0.13442303060559274,-0.49057696939440726,0.25942303060559274,0.02367271902095952,0.17798503231971283,-0.15724363606107394,0.0883703990266454,0.04430675153582525,0.5094230306055927,0.009423030605592742,0.5094230306055927,0.17608969727225937,-0.11143533105389267,0.009118540174345102,0.12232625641204437,-0.10222745483130047,0.07464042190994052,-0.15724363606107394,0.009423030605592742,-0.04613252494996284,-0.15724363606107394,0.5094230306055927,0.04788456906713118,-0.06200554082297871,-0.24057696939440726,-0.1595711038933213,-0.09057696939440724,0.007990633633268462,-0.15724363606107394,-0.04613252494996284,0.014173539781475952,0.10538401215180149,0.009423030605592742,-0.039596577237544506,0.5094230306055927,0.12232625641204437,0.07192303060559274,-0.08952119556752688,-0.20486268368012156,0.5094230306055927,0.04578666696922912,0.02067268378719228,-0.49057696939440726,0.5094230306055927,-0.15724363606107394,0.5094230306055927,-0.49057696939440726,0.009423030605592742,-0.3477198265372644,0.10942303060559272,-0.49057696939440726,0.3427563639389261,-0.0165744785694609,-0.05686920003745477,0.5094230306055927,-0.15724363606107394,0.01851393969650178,-0.023910302727740584,0.0388347953114751,-0.2239103027277406,0.0025651388103895,-0.008189702860826098,-0.0557943606987551,-0.24057696939440726,0.3094230306055928,0.5094230306055927,-0.24008392593208328,0.10942303060559272,0.03573882007927692,0.009423030605592742,-0.1082240282179367,-0.49057696939440726,-0.09057696939440724,0.06497858616114832,-0.24057696939440726,0.04996357114613331,0.25942303060559274,-0.06200554082297871,-0.49057696939440726,-0.49057696939440726,-0.49057696939440726,0.06497858616114832,-0.15724363606107394,0.5094230306055927,-0.24057696939440726,0.25942303060559274,0.5094230306055927,-0.05509309842666532,0.020193864651274707,0.014949252265771013,-0.15724363606107394,0.009423030605592742,0.17608969727225937,-0.21279919161662947,0.009423030605592742,-0.026226838088003468,0.08085160203416414,-0.03603151484895273,-0.17517327801973676,0.5094230306055927,0.17608969727225937,-0.04613252494996284,-0.24057696939440726,0.06497858616114832,-0.15724363606107394,0.009423030605592742,0.25942303060559274,0.23164525282781495,0.5094230306055927,-0.3239103027277406,0.0446342982112265,0.009423030605592742,-0.44664411396744885,0.009423030605592742,-0.49057696939440726,0.36656588774844984,-0.15724363606107394,-0.49057696939440726,-0.29057696939440725,0.46236927009492357,-0.49057696939440726,-0.49057696939440726,-0.46417934695245605,-0.39852874407950445
Ashe,0.5170842143014324,0.5170842143014324,0.5170842143014324,0.008689866165050741,-0.08291578569856761,0.03421491346503286,-0.48291578569856763,-0.003920586001006698,-0.48291578569856763,-0.48291578569856763,0.183750880968099,0.08851278573000376,0.5170842143014324,-0.14958245236523432,-0.05434435712713909,0.016022864596122594,-0.2829157856985676,0.26708421430143237,-0.17225268683154527,0.017084214301432366,0.3170842143014324,0.5170842143014324,0.183750880968099,-0.045415785698567634,0.10041754763476574,0.5170842143014324,0.26708421430143237,-0.48291578569856763,0.183750880968099,0.5170842143014324,0.009118540174345102,-0.2606935634763454,0.04769645919939158,0.017084214301432366,-0.23291578569856763,-0.48291578569856763,0.26708421430143237,0.11708421430143234,-0.48291578569856763,0.15344785066506872,0.26708421430143237,-0.10791578569856763,0.017084214301432366,0.5170842143014324,0.183750880968099,-0.08291578569856761,0.11708421430143234,0.014173539781475952,-0.48291578569856763,0.183750880968099,0.04340000377511655,-0.48291578569856763,-0.06186315411962029,0.20129474061722186,-0.08952119556752688,-0.08291578569856761,0.3790950744558992,0.0915522994078154,0.017084214301432366,0.017084214301432366,0.183750880968099,-0.48291578569856763,-0.05434435712713909,0.017084214301432366,-0.48291578569856763,0.017084214301432366,0.046495979007314725,0.07263976985698795,0.017084214301432366,0.017084214301432366,-0.14958245236523432,0.03582065304754395,0.017084214301432366,0.26708421430143237,0.14208421430143237,0.10041754763476574,-0.038471341254123215,-0.48291578569856763,-0.008189702860826098,0.08851278573000376,0.017084214301432366,-0.48291578569856763,-0.02497347940010755,0.5170842143014324,-0.038471341254123215,0.017084214301432366,-0.48291578569856763,-0.012327550404449994,0.5170842143014324,-0.04061791874845572,0.4644526353540639,-0.038471341254123215,-0.01624911903190096,0.030183413046805635,-0.08291578569856761,0.5170842143014324,0.017084214301432366,0.017084214301432366,-0.08291578569856761,-0.48291578569856763,-0.0004089674797524978,-0.48291578569856763,-0.48291578569856763,0.5170842143014324,0.07263976985698795,0.017084214301432366,0.014949252265771013,0.183750880968099,0.01639278809785205,0.183750880968099,0.16414303783084416,-0.48291578569856763,-0.48291578569856763,0.017799445330707764,-0.19720149998428194,-0.17517327801973676,-0.14958245236523432,0.017084214301432366,-0.48291578569856763,-0.08291578569856761,0.08851278573000376,0.017084214301432366,0.183750880968099,0.5170842143014324,0.183750880968099,0.017084214301432366,0.017084214301432366,-0.11927942206220399,-0.10791578569856763,-0.44664411396744885,-0.14958245236523432,-0.48291578569856763,0.017084214301432366,0.26708421430143237,0.183750880968099,-0.48291578569856763,-0.48291578569856763,0.183750880968099,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
AurelionSol,0.016904168628306626,-0.4830958313716934,0.5169041686283067,-0.4830958313716934,0.18357083529497326,0.5169041686283067,-0.4830958313716934,-0.4830958313716934,0.5169041686283067,0.5169041686283067,-0.4830958313716934,-0.28309583137169336,0.006129582486975427,0.0038049239628129006,-0.02155736983323181,0.016022864596122594,0.5169041686283067,0.04825962325962335,0.5169041686283067,0.05176389254005409,0.5169041686283067,-0.14976249803836006,-0.14976249803836006,-0.14976249803836006,-0.23309583137169337,0.018183086420676564,0.18357083529497326,-0.032468821408401904,0.03708988376926964,0.5169041686283067,0.009118540174345102,0.1169041686283066,-0.054524402800264826,0.18357083529497326,-0.0760078213653903,-0.12300819734142532,-0.4830958313716934,0.016904168628306626,-0.04760205389882033,-0.14976249803836006,0.01319725016137363,0.5169041686283067,-0.4830958313716934,-0.05804039461181604,0.5169041686283067,-0.4830958313716934,-0.14976249803836006,0.014173539781475952,0.10538401215180149,-0.03439791878767534,0.23118988291402093,-0.004966193227355253,0.36305801478215277,0.016904168628306626,-0.08952119556752688,-0.08891935349821195,0.3790950744558992,0.18357083529497326,0.02067268378719228,0.005088942881698699,0.5169041686283067,0.016904168628306626,0.5169041686283067,0.002372797072855315,0.016883585459177564,-0.4830958313716934,0.016904168628306626,0.5169041686283067,0.016904168628306626,0.016904168628306626,0.5169041686283067,-0.4830958313716934,0.0025651388103895,-0.08309583137169335,0.35023750196164,-0.4830958313716934,0.0003558575926996266,0.0025651388103895,-0.4830958313716934,-0.14976249803836006,0.005824652172558897,0.5169041686283067,-0.02497347940010755,-0.24008392593208328,0.00039035315289411834,0.5169041686283067,0.028078392159073845,0.016904168628306626,-0.14976249803836006,0.5169041686283067,0.5169041686283067,-0.23309583137169337,0.016904168628306626,-0.4830958313716934,0.0852860625684975,-0.03628817049159877,-0.06128265451486514,-0.4830958313716934,0.18357083529497326,-0.2511228420931163,-0.4830958313716934,0.5169041686283067,-0.4830958313716934,0.10835681635811228,0.016904168628306626,0.020193864651274707,-0.4830958313716934,0.5169041686283067,0.01639278809785205,-0.4830958313716934,0.016904168628306626,-0.4830958313716934,-0.4830958313716934,0.016904168628306626,0.5169041686283067,-0.17517327801973676,-0.03545365924704191,0.03582065304754395,-0.4830958313716934,-0.05162291065116559,-0.4830958313716934,0.0038049239628129006,-0.4830958313716934,0.0037486953552503532,0.016904168628306626,0.138422276215032,-0.030595492845119754,0.06235871408285204,-0.4830958313716934,-0.44664411396744885,-0.4830958313716934,-0.14976249803836006,0.5169041686283067,0.5169041686283067,0.5169041686283067,-0.4830958313716934,0.46236927009492357,0.08918965506289128,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
Azir,-0.41383076459477147,-0.058862195852004084,0.07038100513896045,0.008689866165050741,-0.012016675908309349,0.08616923540522853,-0.21383076459477146,0.08616923540522853,0.1975441501215687,0.3557322279561176,0.026809143771832633,-0.16383076459477147,0.006129582486975427,0.08616923540522853,-0.01383076459477145,0.016022864596122594,-0.41383076459477147,0.08616923540522853,-0.17225268683154527,0.5861692354052286,0.02367271902095952,0.17798503231971283,0.021334720716881056,0.5861692354052286,-0.31383076459477144,0.08616923540522853,-0.41383076459477147,0.5861692354052286,-0.41383076459477147,-0.11143533105389267,-0.41383076459477147,-0.2709736217376286,0.11248502487891271,0.1861692354052285,-0.08049743126143816,-0.41383076459477147,0.08616923540522853,0.5861692354052286,-0.04760205389882033,-0.01383076459477145,0.5861692354052286,-0.04001097714937632,-0.1595711038933213,-0.41383076459477147,0.007990633633268462,-0.41383076459477147,-0.08049743126143816,0.014173539781475952,0.10538401215180149,0.5861692354052286,-0.14110349186749876,-0.004966193227355253,0.1861692354052285,0.08616923540522853,-0.41383076459477147,-0.08049743126143816,0.3790950744558992,-0.09804129091056096,0.02067268378719228,-0.41383076459477147,-0.030232918635044514,0.08616923540522853,0.08616923540522853,0.08616923540522853,0.016883585459177564,0.08616923540522853,-0.11383076459477148,-0.41383076459477147,0.08616923540522853,-0.41383076459477147,-0.41383076459477147,-0.41383076459477147,0.5861692354052286,0.22253287176886488,0.5861692354052286,0.3861692354052286,-0.08049743126143816,0.08616923540522853,-0.008189702860826098,0.5861692354052286,0.005824652172558897,0.5861692354052286,-0.41383076459477147,-0.24008392593208328,-0.16383076459477147,-0.08049743126143816,-0.41383076459477147,0.5861692354052286,-0.002590180345752202,0.08616923540522853,0.08616923540522853,-0.01383076459477145,-0.08049743126143816,0.5861692354052286,0.08616923540522853,0.5861692354052286,-0.41383076459477147,-0.05090351525896081,-0.41383076459477147,0.08616923540522853,-0.0004089674797524978,-0.41383076459477147,0.5861692354052286,0.10835681635811228,0.40435105358704676,0.020193864651274707,0.014949252265771013,-0.41383076459477147,-0.41383076459477147,0.05054659715763132,0.25283590207189516,0.10146413329587856,-0.41383076459477147,-0.08049743126143816,0.08616923540522853,-0.17517327801973676,0.08616923540522853,-0.41383076459477147,0.014740663976657076,-0.05162291065116559,-0.08049743126143816,0.0038049239628129006,0.021094612780700933,-0.41383076459477147,0.25283590207189516,0.138422276215032,-0.030595492845119754,0.13162378085977394,-0.41383076459477147,-0.44664411396744885,-0.41383076459477147,-0.41383076459477147,-0.41383076459477147,-0.040604628917774915,0.5861692354052286,0.5861692354052286,0.46236927009492357,0.5861692354052286,-0.39743960625011726,-0.46417934695245605,-0.39852874407950445
