,Aatrox,Annie,Ashe,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Chogath,Corki,Darius,DrMundo,Draven,Ezreal,Fiddlesticks,Garen,Gragas,Hecarim,Heimerdinger,Ivern,JarvanIV,Jax,Jayce,Jhin,Jinx,Kaisa,Kalista,Karma,Kayle,Kayn,Kennen,Kindred,Kled,KogMaw,Lucian,Lulu,Lux,Malphite,Maokai,MasterYi,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nautilus,Nidalee,Nunu,Ornn,Pantheon,Poppy,Pyke,Quinn,Rammus,Renekton,Rengar,Riven,Rumble,Shen,Singed,Sivir,Sona,Soraka,Swain,TahmKench,Taliyah,Teemo,Tristana,Twitch,Urgot,Varus,Vayne,Veigar,Velkoz,Vi,Viktor,Volibear,Warwick,Xayah,Xerath,Zac,Ziggs,Zilean,Zyra,Ahri,Akali,Alistar,Amumu,Anivia,AurelionSol,Azir,Cassiopeia,Diana,Ekko,Elise,Fizz,Galio,Gangplank,Gnar,Graves,Illaoi,Irelia,Janna,Karthus,Katarina,Khazix,LeeSin,Leona,Lissandra,Malzahar,Nasus,Nocturne,Olaf,Orianna,Ryze,Sejuani,Shaco,Shyvana,Sion,Skarner,Syndra,Talon,Taric,Thresh,Trundle,Tryndamere,TwistedFate,Vladimir,XinZhao,Yasuo,Yorick,Zed,Zoe,Udyr,Rakan,Evelynn,Fiora,Kassadin,Leblanc,Nami,RekSai
Graves,-0.4698226609991315,-0.1364893276657982,0.19684400566753513,0.044978125148078585,0.03380328679197539,-0.4698226609991315,0.1104569406709669,0.19684400566753513,-0.033213197211349244,-0.027437297299138297,0.04642723630447615,-0.0829834946409487,-0.08920632936630368,-0.1364893276657982,0.13017733900086847,-0.000836342252408584,-0.05333947850395204,-0.4698226609991315,0.03540526800112326,-0.4698226609991315,0.25299666203749294,0.045142476068383064,-0.043721461879044465,-0.027583524915468116,-0.10618629736276786,0.030177339000868497,-0.2198226609991315,-0.02467829157466525,0.02542223370746194,0.09491444495099444,-0.02397268116438711,-0.01601752330098588,-0.1216885415185881,-0.11811464538468633,-0.045216028791469465,-0.015277206453676972,0.040265127923834854,0.5301773390008685,0.5301773390008685,-0.14815661011923797,0.2801773390008685,-0.06982266099913148,0.030177339000868497,-0.021618702622119734,-0.06903500539470592,-0.008350175358788126,0.10692227843724655,0.1450479640445469,0.12769740719899458,0.5301773390008685,-0.01626682102559701,-0.015737782979792114,-0.014568014255750383,0.5301773390008685,0.03512080807733514,-0.4698226609991315,-0.1615728241298802,0.008238067910930735,-0.00942503888024615,0.5301773390008685,-0.4698226609991315,-0.19846120363161623,0.044978125148078585,0.19684400566753513,0.13919646433245755,-0.4698226609991315,-0.4698226609991315,0.19684400566753513,-0.4698226609991315,-0.005085555049005541,-0.1364893276657982,0.030177339000868497,0.030177339000868497,-0.05812889535386151,-0.001457106741172276,0.03148496608651105,0.033140879074428475,0.04053632918158151,-0.2198226609991315,0.5301773390008685,0.03153360903634897,-0.10191694360203815,0.5301773390008685,-0.4698226609991315,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,-0.01298992810903743,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.005085555049005541,0.11841263311851558,0.1296681700821798,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.5301773390008685,0.148289070472308,0.12447954666278427,-0.015267195735003458,-0.014035500096119424,-0.012112634939412836,-0.4698226609991315,-0.015131285654708976,0.027193465625294122,0.04053632918158151,0.09926406014801586,0.1296681700821798,0.5301773390008685,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.013766713747260462,0.12265962049945467,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Hecarim,0.4198342942246911,0.029832807339402856,-0.008737134346737507,0.044978125148078585,0.4198342942246911,0.4198342942246911,0.1104569406709669,0.05619793058832745,-0.2468323724419756,-0.027437297299138297,0.04642723630447615,-0.0829834946409487,-0.08920632936630368,0.035218909609306515,-0.014948314470961122,0.4198342942246911,0.4198342942246911,-0.5801657057753089,-0.0801657057753089,-0.5801657057753089,0.25299666203749294,0.4198342942246911,-0.043721461879044465,-0.5801657057753089,-0.024610150219753324,0.003167627558024466,-0.036687444905743716,-0.0801657057753089,0.02542223370746194,0.09491444495099444,-0.5801657057753089,-0.01601752330098588,-0.1216885415185881,-0.11811464538468633,-0.5801657057753089,-0.16081086706563147,0.040265127923834854,-0.01204622233214725,-0.5801657057753089,-0.5801657057753089,0.08650096089135773,0.18454017657763222,-0.01647280522505451,-0.5801657057753089,-0.06903500539470592,0.4198342942246911,0.4198342942246911,0.1450479640445469,0.4198342942246911,0.4198342942246911,-0.01626682102559701,-0.015737782979792114,-0.014568014255750383,0.4198342942246911,0.03512080807733514,-0.07762427585430931,0.4198342942246911,0.008238067910930735,-0.00942503888024615,0.033140879074428475,-0.008737134346737507,-0.19846120363161623,0.044978125148078585,-0.3801657057753089,0.13919646433245755,-0.024199501904212106,-0.5801657057753089,0.25316762755802447,-0.18016570577530888,-0.005085555049005541,-0.3801657057753089,-0.008737134346737507,-0.5801657057753089,-0.05812889535386151,-0.5801657057753089,0.03148496608651105,0.033140879074428475,0.04053632918158151,0.1471070214974184,-0.06795951111214421,0.1698342942246911,0.4198342942246911,0.4198342942246911,-0.05959319377595962,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,-0.01298992810903743,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.005085555049005541,0.03881037910719062,0.1296681700821798,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,0.148289070472308,0.12447954666278427,-0.015267195735003458,0.4198342942246911,-0.012112634939412836,0.06168787714392926,-0.015131285654708976,0.027193465625294122,0.04053632918158151,-0.0801657057753089,0.4198342942246911,0.11878008932488204,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.013766713747260462,0.12265962049945467,0.4198342942246911,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Heimerdinger,0.07724281664005106,-0.022757183359948974,-0.14583410643687206,0.044978125148078585,0.027242816640051015,0.027242816640051015,-0.472757183359949,-0.08145283553386201,-0.16506487566764128,-0.09775718335994898,-0.08814179874456435,-0.0829834946409487,0.527242816640051,-0.05395376455653017,-0.016798634137151047,-0.028312738915504565,-0.22275718335994898,-0.08386829447106009,0.027242816640051015,-0.0560905166932823,0.25299666203749294,0.15224281664005102,-0.04418575478852044,-0.09180480240756805,-0.019148935937268574,-0.022757183359948974,0.014134202407841301,-0.01442385002661567,0.027242816640051015,0.527242816640051,-0.13942385002661567,0.027242816640051015,-0.1216885415185881,0.027242816640051015,-0.11561432621709183,-0.0065409671437327566,0.09867138806862241,0.20906099845823278,0.0827983721956066,-0.30609051669328236,-0.22275718335994898,0.0003610962099435122,0.24152853092576532,0.527242816640051,0.527242816640051,0.027242816640051015,0.527242816640051,-0.13942385002661567,0.12769740719899458,0.3050205944178288,0.027242816640051015,0.027242816640051015,0.027242816640051015,-0.472757183359949,-0.472757183359949,-0.32990004050280614,0.277242816640051,0.19390948330671764,-0.22275718335994898,-0.22275718335994898,-0.11791847368252961,0.19390948330671764,-0.472757183359949,0.08420484195650668,0.527242816640051,0.15224281664005102,-0.07275718335994896,-0.01492585805874419,0.0932805524891076,0.527242816640051,0.07411781664005102,0.027242816640051015,-0.11981600688936073,-0.30609051669328236,-0.001457106741172276,0.277242816640051,0.027242816640051015,-0.472757183359949,-0.03639354699631264,-0.1870428976456633,0.527242816640051,-0.13942385002661567,0.277242816640051,0.19390948330671764,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,0.027242816640051015,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.472757183359949,-0.13942385002661567,0.527242816640051,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.527242816640051,0.148289070472308,0.12447954666278427,-0.015267195735003458,-0.472757183359949,-0.13942385002661567,-0.472757183359949,-0.015131285654708976,0.027193465625294122,0.04053632918158151,0.027242816640051015,0.527242816640051,0.527242816640051,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.472757183359949,-0.472757183359949,-0.472757183359949,-0.272757183359949,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Illaoi,-0.008121206621113874,0.029832807339402856,-0.03926482873851289,0.044978125148078585,0.03380328679197539,0.0033008670217069824,0.1104569406709669,-0.5392648287385129,-0.033213197211349244,-0.027437297299138297,0.4607351712614871,-0.0829834946409487,0.4607351712614871,0.4607351712614871,0.26073517126148715,-0.000836342252408584,0.4607351712614871,0.001079965474679423,0.4607351712614871,-0.03926482873851289,0.25299666203749294,0.045142476068383064,-0.043721461879044465,0.4607351712614871,-0.4281537176274018,0.26073517126148715,-0.13926482873851287,-0.03926482873851289,0.02542223370746194,0.09491444495099444,-0.02397268116438711,-0.01601752330098588,-0.1216885415185881,-0.11811464538468633,-0.045216028791469465,-0.3249791144527986,0.040265127923834854,-0.03926482873851289,0.03928943050428871,-0.14815661011923797,0.08650096089135773,0.12740183792815374,-0.01647280522505451,-0.021618702622119734,-0.06903500539470592,-0.008350175358788126,0.10692227843724655,0.1450479640445469,0.12769740719899458,-0.015431029417050712,-0.01626682102559701,-0.015737782979792114,-0.014568014255750383,0.22212700923824402,0.03512080807733514,-0.07762427585430931,-0.5392648287385129,0.008238067910930735,-0.00942503888024615,0.4607351712614871,-0.03926482873851289,-0.19846120363161623,0.044978125148078585,-0.03926482873851289,0.13919646433245755,-0.5392648287385129,-0.5392648287385129,-0.2892648287385129,0.4607351712614871,0.4607351712614871,-0.20593149540517958,-0.5392648287385129,-0.03926482873851289,-0.03926482873851289,-0.001457106741172276,-0.5392648287385129,0.033140879074428475,0.04053632918158151,-0.20593149540517958,-0.06795951111214421,-0.5392648287385129,-0.10191694360203815,0.03821510406467765,-0.05959319377595962,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,0.4607351712614871,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.005085555049005541,0.03881037910719062,-0.2892648287385129,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,0.148289070472308,0.12447954666278427,-0.015267195735003458,-0.014035500096119424,-0.012112634939412836,0.4607351712614871,-0.015131285654708976,0.027193465625294122,0.04053632918158151,0.09926406014801586,0.1296681700821798,0.4607351712614871,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.013766713747260462,0.12265962049945467,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.20593149540517958,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Irelia,-0.01828720023018321,0.1119649006101529,-0.0032424726617364397,0.04053632918158151,0.04053632918158151,-0.04174215183107671,0.04053632918158151,0.03510154657288583,0.04962723827249055,0.09226046711261598,-0.0801533259908323,-0.2594636708184185,-0.1737493851041328,0.0095117981570505,0.02968563473713709,0.08892342595577502,0.04053632918158151,0.0840145900511467,-0.01501922637397407,-0.013576224930972602,-0.12613033748508518,-0.050372761727509374,0.18339347203872441,0.04053632918158151,0.038820474686042716,0.05286027284355338,0.03355958499553502,0.11595532359498933,0.1492319813554946,0.2280363291815815,-0.2927970041517518,0.12386966251491488,-0.2594636708184185,0.04053632918158151,-0.015915283721644302,-0.012001197623279114,-0.10652249434783023,0.046865443105632176,0.07899786764311995,-0.019463670818418488,-0.15177136312611078,-0.007501559857660711,-0.00491821627296396,0.06361325225850462,0.11948369760263416,-0.12613033748508518,0.014220539707897273,0.12386966251491488,0.34053632918158155,-0.15177136312611078,0.11745940610465838,-0.04769896493606557,-0.08446367081841849,-0.2094636708184185,0.04053632918158151,-0.011187808749452965,0.04053632918158151,0.17689996554521786,0.21700691741687567,0.1405363291815815,0.04906346096452724,-0.4594636708184185,0.2905363291815815,0.036645278597923936,0.1655363291815815,-0.08446367081841849,0.024407296923517008,0.05021374853642019,0.07496255868977825,-0.4594636708184185,0.08371181664676258,0.04204235327796707,0.003950963327922996,0.04799901574874571,-0.4594636708184185,0.04053632918158151,0.1405363291815815,0.04053632918158151,0.04095404012560827,-0.06730680807332046,-0.01501922637397407,-0.0037674682867729348,-0.1412818526366003,-0.09104261818683956,-0.11619666616011665,0.05395524102874283,0.20720299584824814,0.06994809388746387,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,-0.4594636708184185,0.004598999824279415,0.05250525377830306,0.5405363291815815,0.04053632918158151,-0.1737493851041328,-0.12613033748508518,-0.16678074398915022,0.5405363291815815,-0.05468853389051881,0.07014050235318192,-0.4594636708184185,-0.4594636708184185,0.20720299584824814,0.12447954666278427,-0.015267195735003458,0.1655363291815815,-0.2094636708184185,-0.05946367081841847,-0.015131285654708976,0.027193465625294122,0.04053632918158151,-0.1737493851041328,0.1405363291815815,-0.08446367081841849,0.04053632918158151,0.02269222272877225,-0.04336674814631514,-0.01501922637397407,-0.4594636708184185,0.2905363291815815,0.04053632918158151,0.03496151106639683,0.05714149523324202,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.20720299584824814,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Ivern,-0.48179289687633714,0.029832807339402856,0.5182071031236628,0.044978125148078585,-0.48179289687633714,0.0033008670217069824,0.1104569406709669,0.01820710312366286,-0.033213197211349244,-0.48179289687633714,0.04642723630447615,-0.0829834946409487,-0.08920632936630368,0.1848737697903295,-0.28179289687633713,-0.000836342252408584,0.5182071031236628,0.001079965474679423,0.01820710312366286,-0.05896687114980095,0.2550492083868207,0.045142476068383064,-0.043721461879044465,0.5182071031236628,0.01820710312366286,0.01820710312366286,-0.23179289687633714,-0.08179289687633712,0.02542223370746194,0.09491444495099444,-0.02397268116438711,-0.01601752330098588,-0.1216885415185881,-0.11811464538468633,-0.48179289687633714,0.01820710312366286,0.040265127923834854,0.5182071031236628,0.03928943050428871,0.5182071031236628,-0.48179289687633714,0.1848737697903295,-0.01647280522505451,-0.021618702622119734,0.5182071031236628,-0.008350175358788126,0.10692227843724655,0.1450479640445469,0.12769740719899458,-0.015431029417050712,-0.01626682102559701,-0.015737782979792114,-0.014568014255750383,0.22212700923824402,0.03512080807733514,-0.31512623020967045,-0.48179289687633714,0.008238067910930735,-0.48179289687633714,0.033140879074428475,-0.05104475452978641,-0.48179289687633714,0.044978125148078585,0.01820710312366286,0.5182071031236628,-0.024199501904212106,-0.07519072960712914,-0.14845956354300383,0.5182071031236628,-0.005085555049005541,-0.14845956354300383,0.01820710312366286,-0.03976726816873877,-0.48179289687633714,-0.001457106741172276,0.03148496608651105,0.033140879074428475,0.04053632918158151,-0.48179289687633714,0.01820710312366286,0.5182071031236628,-0.10191694360203815,0.03821510406467765,-0.05959319377595962,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,-0.48179289687633714,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.005085555049005541,0.03881037910719062,0.1296681700821798,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,0.148289070472308,0.12447954666278427,-0.015267195735003458,-0.48179289687633714,-0.012112634939412836,0.06168787714392926,-0.015131285654708976,0.027193465625294122,0.04053632918158151,0.5182071031236628,0.5182071031236628,0.11878008932488204,0.20654899996394932,0.02269222272877225,-0.04336674814631514,0.5182071031236628,0.12265962049945467,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Janna,-0.008121206621113874,0.029832807339402856,0.33402457757296466,0.044978125148078585,0.03380328679197539,-0.41597542242703534,0.1104569406709669,-0.41597542242703534,-0.033213197211349244,-0.027437297299138297,-0.41597542242703534,-0.0829834946409487,-0.08920632936630368,0.08402457757296466,-0.21597542242703532,-0.000836342252408584,-0.05333947850395204,0.5840245775729647,0.03540526800112326,-0.41597542242703534,0.25299666203749294,0.045142476068383064,-0.043721461879044465,-0.027583524915468116,-0.21597542242703532,0.5840245775729647,-0.08264208909370202,0.08402457757296466,0.02542223370746194,0.09491444495099444,-0.02397268116438711,-0.01601752330098588,-0.1216885415185881,-0.11811464538468633,-0.41597542242703534,0.3840245775729647,0.5840245775729647,-0.01204622233214725,0.5840245775729647,-0.14815661011923797,0.5840245775729647,-0.16597542242703534,-0.01647280522505451,-0.021618702622119734,-0.06903500539470592,-0.008350175358788126,0.10692227843724655,-0.41597542242703534,0.12769740719899458,-0.015431029417050712,-0.01626682102559701,-0.015737782979792114,-0.014568014255750383,0.22212700923824402,0.03512080807733514,-0.07762427585430931,-0.1615728241298802,0.008238067910930735,-0.00942503888024615,0.033140879074428475,0.08402457757296466,-0.19846120363161623,0.044978125148078585,-0.41597542242703534,0.13919646433245755,-0.024199501904212106,-0.07519072960712914,0.5840245775729647,-0.03823366308477483,-0.005085555049005541,-0.08264208909370202,0.08402457757296466,-0.41597542242703534,-0.05812889535386151,-0.001457106741172276,0.5840245775729647,0.033140879074428475,0.04053632918158151,0.012596006144393213,-0.06795951111214421,0.03153360903634897,-0.41597542242703534,0.03821510406467765,-0.05959319377595962,-0.11619666616011665,0.05395524102874283,-0.41597542242703534,-0.01298992810903743,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.005085555049005541,0.03881037910719062,-0.41597542242703534,-0.02788657734178457,0.18402457757296464,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,0.148289070472308,0.12447954666278427,-0.015267195735003458,-0.014035500096119424,-0.012112634939412836,0.06168787714392926,-0.015131285654708976,0.027193465625294122,0.04053632918158151,0.09926406014801586,0.1296681700821798,0.11878008932488204,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.013766713747260462,0.12265962049945467,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
JarvanIV,0.09805445251569866,-0.568612214150968,-0.04480269034144413,0.044978125148078585,0.03380328679197539,-0.568612214150968,0.1104569406709669,-0.19361221415096797,-0.033213197211349244,-0.568612214150968,-0.31861221415096797,-0.0829834946409487,0.43138778584903203,-0.0513708348406231,-0.03340094654533421,0.43138778584903203,0.43138778584903203,0.03138778584903201,0.43138778584903203,-0.06861221415096797,0.25299666203749294,-0.06861221415096797,-0.568612214150968,0.43138778584903203,-0.14004078557953942,-0.06861221415096797,-0.05579170133045519,-0.1070737526125064,-0.06861221415096797,-0.568612214150968,-0.02397268116438711,-0.01601752330098588,-0.1216885415185881,-0.11811464538468633,-0.568612214150968,-0.08051697605572988,0.43138778584903203,-0.16861221415096794,0.43138778584903203,-0.14815661011923797,0.43138778584903203,-0.1738753720457048,0.14567350013474634,-0.568612214150968,0.43138778584903203,-0.568612214150968,0.43138778584903203,0.43138778584903203,0.12769740719899458,-0.06861221415096797,0.43138778584903203,-0.568612214150968,0.43138778584903203,0.22212700923824402,0.03512080807733514,0.09805445251569866,-0.1615728241298802,0.008238067910930735,-0.06861221415096797,-0.06861221415096797,-0.042296424677283784,0.43138778584903203,0.044978125148078585,-0.23527888081763465,0.43138778584903203,0.43138778584903203,-0.07519072960712914,0.04008343802294512,-0.06861221415096797,-0.005085555049005541,-0.0033948228466201824,0.22305445251569866,0.18138778584903203,-0.06861221415096797,-0.001457106741172276,-0.568612214150968,0.033140879074428475,0.04053632918158151,-0.042296424677283784,-0.06861221415096797,0.03153360903634897,-0.568612214150968,0.43138778584903203,-0.06861221415096797,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,0.09805445251569866,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.005085555049005541,-0.568612214150968,0.43138778584903203,-0.02788657734178457,-0.568612214150968,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,0.148289070472308,0.12447954666278427,-0.015267195735003458,-0.014035500096119424,-0.012112634939412836,0.43138778584903203,-0.015131285654708976,0.027193465625294122,0.43138778584903203,0.09926406014801586,-0.06861221415096797,0.43138778584903203,-0.06861221415096797,0.02269222272877225,-0.04336674814631514,-0.013766713747260462,0.12265962049945467,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Jax,-0.28332876494393006,0.11667123505606991,0.16373005858548173,0.5166712350560699,0.5166712350560699,-0.19761447922964437,0.1104569406709669,0.11667123505606991,-0.033213197211349244,-0.48332876494393007,0.04642723630447615,-0.0829834946409487,0.18333790172273656,-0.08332876494393004,0.11894396232879723,-0.14999543161059675,0.5166712350560699,0.016671235056069933,0.5166712350560699,-0.14999543161059675,0.25299666203749294,-0.48332876494393007,-0.28332876494393006,0.016671235056069933,-0.09443987605504117,-0.1009758237674595,0.07150994473348926,0.016671235056069933,0.02542223370746194,0.5166712350560699,-0.02397268116438711,-0.01601752330098588,-0.1216885415185881,-0.48332876494393007,-0.23332876494393007,-0.01722707002867585,0.040265127923834854,0.016671235056069933,0.016671235056069933,-0.14815661011923797,0.08650096089135773,0.10758032596516087,-0.01647280522505451,0.18333790172273656,-0.48332876494393007,0.5166712350560699,0.10692227843724655,0.5166712350560699,0.12769740719899458,0.5166712350560699,-0.48332876494393007,-0.48332876494393007,-0.48332876494393007,0.5166712350560699,0.016671235056069933,0.5166712350560699,0.18333790172273656,0.18333790172273656,0.18333790172273656,-0.48332876494393007,-0.04582876494393007,-0.19846120363161623,0.044978125148078585,0.04444901283384772,0.13919646433245755,-0.48332876494393007,0.016671235056069933,-0.019043050658215765,-0.03888432049948565,0.5166712350560699,-0.09047162208678722,-0.12221765383281896,0.08809980648464133,-0.48332876494393007,-0.001457106741172276,0.5166712350560699,0.033140879074428475,0.04053632918158151,-0.0011859078010729163,-0.48332876494393007,0.03153360903634897,0.016671235056069933,0.03821510406467765,0.5166712350560699,-0.11619666616011665,0.05395524102874283,-0.4138732542419179,0.016671235056069933,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.48332876494393007,-0.005085555049005541,0.03881037910719062,0.1296681700821798,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,-0.48332876494393007,0.12447954666278427,-0.015267195735003458,-0.014035500096119424,-0.012112634939412836,0.06168787714392926,-0.015131285654708976,0.027193465625294122,-0.48332876494393007,0.5166712350560699,-0.48332876494393007,0.11878008932488204,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.013766713747260462,0.5166712350560699,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.48332876494393007,-0.050304363320235884,-0.009305791738192015,0.08192227843724653,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
Jayce,-0.09253461916534778,0.1530794159223715,-0.05204878920583356,0.4864127492557049,-0.01358725074429512,-0.13858725074429512,0.4864127492557049,0.055643518486474086,-0.01358725074429512,-0.01358725074429512,-0.1802539174109618,-0.5135872507442951,-0.08920632936630368,-0.08829989442245606,-0.028945612519039154,0.4864127492557049,-0.1802539174109618,0.06974608258903825,-0.01358725074429512,-0.06358725074429511,-0.01358725074429512,-0.5135872507442951,-0.1802539174109618,-0.12228290291820815,0.0022022229399154547,0.02878563061163708,-0.058830870233854304,0.12277638561934123,0.4864127492557049,0.1530794159223715,-0.02397268116438711,0.08641274925570486,0.4864127492557049,0.4864127492557049,-0.01358725074429512,-0.10083557289194611,-0.01358725074429512,-0.2635872507442951,0.2864127492557049,-0.5135872507442951,-0.5135872507442951,-0.0300707672278116,0.1530794159223715,-0.22787296503000942,0.1530794159223715,0.4864127492557049,0.2864127492557049,0.4864127492557049,0.4864127492557049,-0.1135872507442951,-0.1802539174109618,-0.2635872507442951,-0.4302539174109618,0.22212700923824402,0.03512080807733514,-0.2635872507442951,0.4864127492557049,-0.0691428062998507,-0.01358725074429512,0.1530794159223715,-0.08711666250900102,-0.5135872507442951,0.044978125148078585,0.0015642644072200174,0.1530794159223715,-0.5135872507442951,-0.2635872507442951,0.11461787746083307,-0.09253461916534778,-0.005085555049005541,-0.018637755794800148,0.08897685181980741,-0.2635872507442951,-0.1135872507442951,-0.001457106741172276,-0.08501582217286657,-0.01358725074429512,0.04053632918158151,-0.023654364838254838,-0.37073010788715227,0.4864127492557049,-0.08501582217286657,-0.1802539174109618,-0.5135872507442951,-0.11619666616011665,0.05395524102874283,0.4864127492557049,-0.01298992810903743,0.09712700923824402,-0.002391287939211617,0.05542073488578164,0.029803983561001945,-0.001457106741172276,0.03642105665146084,0.2363343260219971,0.004598999824279415,0.05250525377830306,-0.4724100528778606,-0.5135872507442951,-0.5135872507442951,0.1296681700821798,-0.02788657734178457,-0.0857899892213824,-0.05468853389051881,0.07014050235318192,0.40590107982964846,0.3468867068540271,0.148289070472308,0.12447954666278427,-0.015267195735003458,0.1530794159223715,-0.5135872507442951,0.06168787714392926,-0.015131285654708976,0.027193465625294122,0.4864127492557049,0.4864127492557049,0.4864127492557049,0.11878008932488204,0.20654899996394932,0.02269222272877225,-0.04336674814631514,-0.5135872507442951,0.4864127492557049,-0.0414560317993552,0.13879367590491065,0.03496151106639683,0.010159641732835123,0.48162240380564136,-0.02385688610702602,-0.018377596194358636,-0.050304363320235884,-0.009305791738192015,0.4864127492557049,0.1855130973867689,,,0.016876481470915916,-0.010206031799355197,,-0.005085555049005541
